Modelo,MAE,MSE,R2,SMAPE
0,0.024951122207249193,0.00127273699185358,0.15893306975515364,36.60100083635075
1,0.015039202210330043,0.0006509588000405462,0.569824776705353,20.962979259932805
2,0.014961800408023352,0.0006376001851182003,0.49623836986603576,26.88063364076384
3,0.015111808376505815,0.0006279599663901092,0.5596637058149658,21.026700528941657
4,0.018601448325700865,0.0009028183161912945,0.2993115697945907,33.3972011408633
5,0.014784230964475288,0.000636672932877727,0.5792653528160695,19.800282392672976
6,0.014796338693808093,0.000625216108919395,0.5060229065697959,26.558300357848637
7,0.015592373370709902,0.0006481501150274539,0.5455060274503385,21.80329768284648
