FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
190718;0000;;;20;
190719;0000;;;15;
190720;0000;;;6;
190721;0000;;;10;
190722;0000;;;46;
190723;0000;;;51;
190724;0000;;;49;
190725;0000;;;128;
190726;0000;;;59;
190727;0000;;;27;
190728;0000;;;18;
190729;0000;;;6;
190730;0000;;;3;
190731;0000;;;28;
190801;0000;;;42;
190802;0000;;;64;
190803;0000;;;37;
190804;0000;;;55;
190805;0000;;;18;
190806;0000;;;77;
190807;0000;;;30;
190808;0000;;;33;
190809;0000;;;45;
190810;0000;;;23;
190811;0000;;;8;
190812;0000;;;48;
190813;0000;;;89;
190814;0000;;;62;
190815;0000;;;25;
190816;0000;;;44;
190817;0000;;;18;
190818;0000;;;48;
190819;0000;;;41;
190820;0000;;;31;
190821;0000;;;41;
190822;0000;;;40;
190823;0000;;;58;
190824;0000;;;40;
190825;0000;;;28;
190826;0000;;;17;
190827;0000;;;14;
190828;0000;;;10;
190829;0000;;;26;
190830;0000;;;50;
190831;0000;;;16;
190901;0000;;;17;
190902;0000;;;19;
190903;0000;;;48;
190904;0000;;;55;
190905;0000;;;19;
190906;0000;;;15;
190907;0000;;;23;
190908;0000;;;22;
190909;0000;;;19;
190910;0000;;;26;
190911;0000;;;9;
190912;0000;;;25;
190913;0000;;;27;
190914;0000;;;53;
190915;0000;;;13;
190916;0000;;;29;
190917;0000;;;12;
190918;0000;;;15;
190919;0000;;;27;
190920;0000;;;28;
190921;0000;;;22;
190922;0000;;;14;
190923;0000;;;13;
190924;0000;;;8;
190925;0000;;;11;
190926;0000;;;15;
190927;0000;;;14;
190928;0000;;;22;
190929;0000;;;9;
190930;0000;;;9;
191001;0000;;;311;
191002;0000;;;10;
191003;0000;;;22;
191004;0000;;;28;
191005;0000;;;17;
191006;0000;;;4;
191007;0000;;;9;
191008;0000;;;12;
191009;0000;;;12;
191010;0000;;;7;
191011;0000;;;6;
191012;0000;;;8;
191013;0000;;;6;
191014;0000;;;11;
191015;0000;;;9;
191016;0000;;;7;
191017;0000;;;8;
191018;0000;;;16;
191019;0000;;;10;
191020;0000;;;4;
191021;0000;;;6;
191022;0000;;;5;
191023;0000;;;10;
191024;0000;;;5;
191025;0000;;;4;
191026;0000;;;3;
191027;0000;;;3;
191028;0000;;;7;
191029;0000;;;6;
191030;0000;;;5;
191031;0000;;;3;
191101;0000;;;11;
191102;0000;;;14;
191103;0000;;;6;
191104;0000;;;2;
191105;0000;;;7;
191106;0000;;;5;
191107;0000;;;1;
191108;0000;;;8;
191109;0000;;;5;
191110;0000;;;4;
191111;0000;;;7;
191112;0000;;;8;
191113;0000;;;4;
191114;0000;;;6;
191115;0000;;;3;
191116;0000;;;4;
191117;0000;;;5;
191118;0000;;;6;
191119;0000;;;8;
191120;0000;;;4;
191121;0000;;;6;
191122;0000;;;8;
191123;0000;;;7;
191124;0000;;;6;
191125;0000;;;3;
191126;0000;;;5;
191127;0000;;;5;
191128;0000;;;4;
191129;0000;;;4;
191130;0000;;;;
191201;0000;;;;
191202;0000;;;3;
191203;0000;;;5;
191204;0000;;;5;
191205;0000;;;6;
191206;0000;;;5;
191207;0000;;;4;
191208;0000;;;4;
191209;0000;;;5;
191210;0000;;;4;
191211;0000;;;4;
191212;0000;;;4;
191213;0000;;;4;
191214;0000;;;1;
191215;0000;;;2;
191216;0000;;;4;
191217;0000;;;5;
191218;0000;;;7;
191219;0000;;;5;
191220;0000;;;5;
191221;0000;;;5;
191222;0000;;;5;
191223;0000;;;3;
191224;0000;;;2;
191225;0000;;;3;
191226;0000;;;4;
191227;0000;;;5;
191228;0000;;;4;
191229;0000;;;5;
191230;0000;;;6;
191231;0000;;;8;
200101;0000;;;15;
200102;0000;;;13;
200103;0000;;;11;
200104;0000;;;6;
200105;0000;;;6;
200106;0000;;;5;
200107;0000;;;6;
200108;0000;;;3;
200109;0000;;;4;
200110;0000;;;5;
200111;0000;;;4;
200112;0000;;;7;
200113;0000;;;5;
200114;0000;;;4;
200115;0000;;;5;
200116;0000;;;6;
200117;0000;;;21;
200118;0000;;;20;
200119;0000;;;5;
200120;0000;;;8;
200121;0000;;;6;
200122;0000;;;12;
200123;0000;;;13;
200124;0000;;;11;
200125;0000;;;11;
200126;0000;;;4;
200127;0000;;;10;
200128;0000;;;6;
200129;0000;;;7;
200130;0000;;;12;
200131;0000;;;5;
200201;0000;;;6;
200202;0000;;;5;
200203;0000;;;6;
200204;0000;;;3;
200205;0000;;;4;
200206;0000;;;7;
200207;0000;;;5;
200208;0000;;;14;
200209;0000;;;12;
200210;0000;;;19;
200211;0000;;;18;
200212;0000;;;25;
200213;0000;;;23;
200214;0000;;;6;
200215;0000;;;12;
200216;0000;;;8;
200217;0000;;;8;
200218;0000;;;5;
200219;0000;;;6;
200220;0000;;;15;
200221;0000;;;21;
200222;0000;;;12;
200223;0000;;;25;
200224;0000;;;5;
200225;0000;;;5;
200226;0000;;;5;
200227;0000;;;6;
200228;0000;;;6;
200229;0000;;;8;
200301;0000;;;12;
200302;0000;;;11;
200303;0000;;;8;
200304;0000;;;31;
200305;0000;;;21;
200306;0000;;;8;
200307;0000;;;12;
200308;0000;;;6;
200309;0000;;;10;
