Modelo,MAE,MSE,R2,SMAPE
0,0.015121769530893035,0.0006718454255995287,0.47857247891249843,27.390065786927174
1,0.015082720907047768,0.0006417234268826,0.5759278184188708,20.28472924173946
2,0.014806741924627937,0.0006285826998406355,0.5033629962214892,26.587521644042567
3,0.013352574654633033,0.0005326133697739282,0.6265223739852904,18.46400621158139
4,0.0158025319111754,0.0007041088310023476,0.4535324520550993,28.906742128095125
5,0.01732290736881259,0.0007869430507934405,0.4799618615277136,23.76597532079659
6,0.018740235833678082,0.0008647926327836168,0.31673585330255893,33.38115377092992
7,0.014894283587706144,0.0006163458783277392,0.567807703476348,20.860619421913377
