FECHA (YYMMDD),no2,station,o3,nox,mp10,no,mp2.5,dirviento,tamb,so2,velviento,hrel,co
3/10/2018,2.67,liceo polivalente,12,5.81696,15,3.71349,9,,,1.16,,,
3/11/2018,3.37,liceo polivalente,10,6.87394,17,3.88417,9,,,1.51,,,
3/12/2018,5.63,liceo polivalente,8,12.5672,24,7.06702,12,,,2.07,,,
3/13/2018,2.81,liceo polivalente,15,6.99472,25,4.68935,11,,,1.08,,,
3/14/2018,3.41,liceo polivalente,10,5.99669,29,3.14376,19,,,1.29,,,
3/15/2018,3.67,liceo polivalente,11,8.22078,21,4.89127,12,,,1.18,,,
3/16/2018,1,liceo polivalente,13,1.13402,15,1.38233,7,,,1,,,
3/17/2018,1.62,liceo polivalente,15,2.19191,13,1.49467,10,,,1,,,
3/18/2018,3.53,liceo polivalente,10,7.12872,18,3.82162,11,,,,,,
3/19/2018,5.86,liceo polivalente,9,14.0541,26,8.21815,15,,,1.27,,,
3/20/2018,5.36,liceo polivalente,11,10.9652,24,5.81046,11,,,1.94,,,
3/21/2018,3.65,liceo polivalente,11,6.64233,18,3.65533,11,,,1.12,,,
3/22/2018,1.02,liceo polivalente,15,1.08453,8,1.35631,6,,,1,,,
3/23/2018,3.16,liceo polivalente,13,4.93591,23,2.64293,9,,,1.1,,,
3/24/2018,2.63,liceo polivalente,13,5.46191,21,3.30552,12,,,1.08,,,
3/25/2018,3.95,liceo polivalente,12,7.66853,23,3.89315,14,,,1.71,,,
3/26/2018,7.88,liceo polivalente,8,15.8101,29,7.95145,16,,,1.99,,,
3/27/2018,8.48,liceo polivalente,7,18.9858,28,10.5025,16,,,2.21,,,
3/28/2018,7.33,liceo polivalente,7,16.5395,31,9.2097,17,,,2.07,,,
3/29/2018,7.09,liceo polivalente,7,17.3621,30,10.2703,15,,,1.94,,,
3/30/2018,6.33,liceo polivalente,7,14.2446,28,7.95182,15,,,2.79,,,
3/31/2018,4.58,liceo polivalente,10,9.14662,29,4.61293,16,,,1.82,,,
4/1/2018,3.97,liceo polivalente,13,6.857,26,3.31238,14,,,1.36,,,
4/2/2018,1.07,liceo polivalente,18,1.32351,15,1.47167,12,,,1,,,
4/3/2018,4.73,liceo polivalente,15,7.90829,29,3.52139,23,,,1.14,,,
4/4/2018,9.21,liceo polivalente,3,16.9883,25,7.94906,20,,,1.56,,,
4/5/2018,3.09,liceo polivalente,15,7.35623,29,4.47453,16,,,1.03,,,
4/6/2018,5.41,liceo polivalente,14,10.8122,50,5.60273,31,,,1.26,,,
4/7/2018,3.1,liceo polivalente,16,5.50921,21,3.1955,16,,,1.02,,,
4/8/2018,1.05,liceo polivalente,19,1.18829,12,1.42586,8,,,1,,,
4/9/2018,1,liceo polivalente,16,1.08357,6,1.48143,4,,,1.01,,,
4/10/2018,1.02,liceo polivalente,19,1.12143,5,1.03547,3,,,1,,,
4/11/2018,4.9,liceo polivalente,18,7.70033,29,3.3154,21,,,1,,,
4/12/2018,6.78,liceo polivalente,13,11.6509,31,5.05492,18,,,1.57,,,
4/13/2018,11.18,liceo polivalente,9,20.8694,50,9.6911,33,,,2.09,,,
4/14/2018,10.34,liceo polivalente,11,19.6646,45,9.32933,30,,,1.57,,,
4/15/2018,8.13,liceo polivalente,12,13.3555,33,5.22334,24,,,1.66,,,
4/16/2018,7.57,liceo polivalente,9,15.1823,25,7.61368,17,,,1.27,,,
4/17/2018,10.04,liceo polivalente,11,18.2188,36,8.17796,22,,,1.84,,,
4/18/2018,11.64,liceo polivalente,9,20.711,38,9.07774,23,,,2.53,,,
4/19/2018,11.08,liceo polivalente,7,22.0421,39,10.9575,25,,,2.46,,,
4/20/2018,11.6,liceo polivalente,9,20.4763,41,8.87593,26,,,3.06,,,
4/21/2018,7.36,liceo polivalente,10,12.8483,27,5.68055,20,,,2.17,,,
4/22/2018,1.94,liceo polivalente,14,2.38885,16,1.07422,12,,,1.04,,,
4/23/2018,9.43,liceo polivalente,13,15.4464,34,6.48459,20,,,1.71,,,
4/24/2018,9.65,liceo polivalente,13,15.4121,50,5.8677,36,,,1.49,,,
4/25/2018,7.46,liceo polivalente,15,11.2557,50,3.84218,34,,,1.82,,,
4/26/2018,1,liceo polivalente,20,1.14028,10,1.03452,7,,,1,,,
4/27/2018,8.28,liceo polivalente,11,15.6836,36,7.44446,25,,,1.06,,,
4/28/2018,6.51,liceo polivalente,13,9.46605,33,3.03195,28,,,1.24,,,
4/29/2018,6.21,liceo polivalente,12,8.67871,56,2.58073,50,,,1.01,,,
4/30/2018,2.03,liceo polivalente,15,3.05259,26,1.54426,21,,,1,,,
5/1/2018,1,liceo polivalente,18,1.03257,9,1,7,,,1,,,
5/2/2018,1.96,liceo polivalente,17,2.40269,29,1.09826,28,,,,,,
5/3/2018,5.44,liceo polivalente,12,8.19406,27,2.98365,19,,,,,,
5/4/2018,3.55,liceo polivalente,15,5.14877,22,1.77008,18,,,1,,,
5/5/2018,1.91,liceo polivalente,17,2.53345,24,1.24073,19,,,1,,,
5/6/2018,1.53,liceo polivalente,11,1.87295,15,1.0614,12,,,,,,
5/7/2018,7.37,liceo polivalente,9,13.361,42,6.28304,35,,,,,,
5/8/2018,6.22,liceo polivalente,7,12.9442,37,6.90266,29,,,1,,,
5/9/2018,5.18,liceo polivalente,10,10.6509,45,5.75697,35,,,1.02,,,
5/10/2018,5.89,liceo polivalente,11,8.74554,46,3.27071,36,,,1.04,,,
5/11/2018,10.18,liceo polivalente,10,21.3753,52,11.2507,40,,,1.86,,,
5/12/2018,6.99,liceo polivalente,11,12.5449,39,5.94929,30,,,1.82,,,
5/13/2018,1,liceo polivalente,22,1,8,1,6,,,1,,,
5/14/2018,6.82,liceo polivalente,17,9.18631,36,2.91487,28,,,1.24,,,
5/15/2018,,liceo polivalente,12,,49,,42,,,1.12,,,
5/16/2018,,liceo polivalente,11,,34,,31,,,1,,,
5/17/2018,4.26,liceo polivalente,19,5.49962,34,1.55545,33,,,1,,,
5/18/2018,8.77,liceo polivalente,10,15.7377,41,6.96861,31,,,1.13,,,
5/19/2018,8.7,liceo polivalente,13,14.3659,46,5.6692,36,,,1.62,,,
5/20/2018,7.54,liceo polivalente,10,10.0188,45,2.48011,41,,,1.26,,,
5/21/2018,6.32,liceo polivalente,16,8.79991,35,2.49265,33,,,1.53,,,
5/22/2018,9.01,liceo polivalente,16,14.9608,43,6.03359,35,,,2.14,,,
5/23/2018,11.07,liceo polivalente,12,22.8825,69,11.8421,55,,,1.73,,,
5/24/2018,15.88,liceo polivalente,8,30.0751,91,14.1989,72,,,2.75,,,
5/25/2018,7.32,liceo polivalente,11,12.9792,46,5.66895,42,,,1.26,,,
5/26/2018,1.87,liceo polivalente,20,2.80299,15,1.12283,14,,,1,,,
5/27/2018,1.01,liceo polivalente,22,1.62279,14,1,9,,,1,,,
5/28/2018,1.22,liceo polivalente,24,1.99213,10,1.1303,7,,,,,,
5/29/2018,10.84,liceo polivalente,16,16.8406,47,6.02747,41,,,1.38,,,
5/30/2018,9.87,liceo polivalente,13,15.718,38,5.85224,33,,,1.3,,,
5/31/2018,5.7,liceo polivalente,15,9.25008,36,3.60558,23,,,1.26,,,
6/1/2018,10.5,liceo polivalente,14,17.7089,74,7.21503,63,,,2.83,,,
6/2/2018,14.14,liceo polivalente,9,23.7947,87,9.65811,78,,,2.22,,,
6/3/2018,7,liceo polivalente,14,8.70079,63,1.69945,60,,,1.22,,,
6/4/2018,11.96,liceo polivalente,14,17.8124,79,5.85125,71,,,1.88,,,
6/5/2018,6.84,liceo polivalente,12,11.0162,42,4.17729,39,,,1.24,,,
6/6/2018,7.67,liceo polivalente,17,14.0716,46,6.41838,35,,,1.02,,,
6/7/2018,6.94,liceo polivalente,17,12.513,47,5.64834,32,,,1.29,,,
6/8/2018,10.61,liceo polivalente,15,17.4538,37,6.83932,32,,,1.4,,,
6/9/2018,3.28,liceo polivalente,23,5.44406,34,2.16315,28,,,1,,,
6/10/2018,5.5,liceo polivalente,22,9.24123,44,3.73938,40,,,1.03,,,
6/11/2018,6.8,liceo polivalente,15,13.46,36,6.66135,34,,,1.12,,,
6/12/2018,8.64,liceo polivalente,10,17.0307,47,8.38933,41,,,1,,,
6/16/2018,14.98,liceo polivalente,6,28.8722,71,13.8899,64,,,3.74,,,
6/17/2018,9.49,liceo polivalente,6,19.6967,45,10.2116,42,,,2.07,,,
6/19/2018,11.33,liceo polivalente,4,23.0586,36,11.7257,30,,,2.99,,,
6/20/2018,11.02,liceo polivalente,11,18.9026,48,7.88099,39,,,1.62,,,
6/21/2018,10.91,liceo polivalente,14,18.0782,38,7.1701,31,,,1.52,,,
6/22/2018,11.13,liceo polivalente,15,21.6991,36,10.567,27,,,1.72,,,
6/23/2018,4.79,liceo polivalente,20,7.76079,21,2.97556,17,,,1,,,
6/24/2018,7.73,liceo polivalente,18,10.9846,36,3.25675,31,,,1.66,,,
6/25/2018,4.43,liceo polivalente,18,7.06236,26,2.63074,22,,,1.01,,,
6/26/2018,1.25,liceo polivalente,24,2.86563,5,1.61702,4,,,1,,,
6/27/2018,7.84,liceo polivalente,17,16.1885,34,8.36433,31,,,1.03,,,
6/28/2018,10.35,liceo polivalente,10,17.9771,40,7.62757,35,,,1.18,,,
6/29/2018,1.53,liceo polivalente,21,2.82317,14,1.37601,12,,,1,,,
6/30/2018,3.19,liceo polivalente,16,4.88553,22,1.81091,21,,,1,,,
7/1/2018,2.62,liceo polivalente,17,3.90626,20,1.2836,19,,,1,,,
7/2/2018,3.85,liceo polivalente,17,5.773,30,1.9485,27,,,,,,
7/3/2018,1.37,liceo polivalente,18,3.10842,10,1.91496,10,,,,,,
7/4/2018,1.04,liceo polivalente,26,2.65998,16,2.04047,9,,,1,,,
7/5/2018,1.04,liceo polivalente,28,2.45012,15,1.75721,11,,,1,,,
7/6/2018,1.11,liceo polivalente,29,2.68996,13,1.88289,10,,,1,,,
7/7/2018,3.32,liceo polivalente,19,6.07447,18,2.86411,17,,,,,,
7/8/2018,5.39,liceo polivalente,17,8.63806,29,3.25254,26,,,1.17,,,
7/9/2018,7.56,liceo polivalente,15,12.3749,52,4.82095,34,,,1.31,,,
7/10/2018,3.25,liceo polivalente,19,5.45914,30,2.22672,25,,,1,,,
7/11/2018,8.67,liceo polivalente,15,15.693,65,7.02608,58,,,1.06,,,
7/12/2018,3.8,liceo polivalente,18,6.64808,22,2.88025,20,,,1,,,
7/13/2018,4.96,liceo polivalente,14,9.91507,21,4.97513,16,,,1,,,
7/14/2018,3.76,liceo polivalente,22,6.20388,33,2.68311,30,,,1,,,
7/15/2018,7.38,liceo polivalente,17,12.0107,52,4.64403,49,,,1.23,,,
7/16/2018,8.1,liceo polivalente,15,13.8461,44,5.7473,42,,,1.36,,,
7/17/2018,10.07,liceo polivalente,14,17.4211,50,7.3476,44,,,1.42,,,
7/18/2018,8.13,liceo polivalente,14,13.174,42,5.03989,38,,,1.33,,,
7/19/2018,8.9,liceo polivalente,13,16.4097,65,7.51135,59,,,1.46,,,
7/20/2018,13.86,liceo polivalente,9,24.0793,79,10.2204,72,,,1.74,,,
7/21/2018,9.15,liceo polivalente,14,12.4595,45,3.31389,42,,,1.05,,,
7/22/2018,3.85,liceo polivalente,22,6.00878,27,2.16024,25,,,1.02,,,
7/23/2018,6.01,liceo polivalente,23,9.33289,26,3.35505,19,,,1.36,,,
7/24/2018,7.24,liceo polivalente,18,13.3087,45,6.0841,39,,,1,,,
7/25/2018,17.81,liceo polivalente,12,30.6209,79,12.8128,71,,,3.51,,,
7/26/2018,18.89,liceo polivalente,6,34.2565,87,15.3616,81,,,3.28,,,
7/27/2018,7.34,liceo polivalente,15,10.8449,34,3.50413,32,,,1.13,,,
7/28/2018,7.9,liceo polivalente,21,10.1258,59,2.26207,57,,,1.01,,,
7/29/2018,10.12,liceo polivalente,18,12.2478,56,2.12681,52,,,1.31,,,
7/30/2018,10.9,liceo polivalente,15,13.9434,35,3.04607,29,,,1.43,,,
7/31/2018,11.75,liceo polivalente,16,19.8858,56,8.14008,39,,,1.48,,,
8/1/2018,13.57,liceo polivalente,15,22.8301,72,9.27226,56,,,2.72,,,
8/2/2018,3.64,liceo polivalente,21,5.05553,28,1.49205,21,,,1,,,
8/3/2018,9.32,liceo polivalente,22,14.1242,53,4.96966,43,,,1.31,,,
8/4/2018,11.48,liceo polivalente,15,15.1447,47,3.66565,39,,,1.99,,,
8/5/2018,1.05,liceo polivalente,26,1.73542,15,1,8,,,1,,,
8/6/2018,1.84,liceo polivalente,27,2.59887,11,1.06058,9,,,1.04,,,
8/7/2018,11.53,liceo polivalente,18,18.8858,49,7.38786,39,,,1.33,,,
8/8/2018,8.27,liceo polivalente,15,13.8489,42,5.8652,31,,,1.08,,,
8/9/2018,14.72,liceo polivalente,,26.7151,76,11.9961,58,,,2.43,,,
8/10/2018,14.82,liceo polivalente,,26.7294,66,11.9052,49,,,4.47,,,
8/11/2018,5.62,liceo polivalente,18,8.26544,39,2.66846,35,,,1,,,
8/12/2018,3.36,liceo polivalente,17,4.66897,25,1.32995,23,,,1,,,
8/13/2018,6.94,liceo polivalente,23,9.91252,36,3.03369,25,,,1.06,,,
8/14/2018,11.15,liceo polivalente,16,16.0553,44,5.09039,29,,,1.93,,,
8/15/2018,10.34,liceo polivalente,14,13.5873,50,3.34087,43,,,2.39,,,
8/16/2018,13.21,liceo polivalente,15,19.8109,61,6.71828,47,,,1.83,,,
8/17/2018,7.44,liceo polivalente,17,9.6127,27,2.39568,25,,,1.14,,,
8/18/2018,5.55,liceo polivalente,23,6.57388,22,1.02438,17,,,1.03,,,
8/19/2018,3.52,liceo polivalente,27,4.51758,17,1,13,,,1.2,,,
8/20/2018,5.91,liceo polivalente,26,10.4746,34,4.56408,17,,,1.83,,,
8/21/2018,4.87,liceo polivalente,24,7.18289,31,2.33905,22,330.101,7.956,1.09,1.85428,90.75,
8/22/2018,2.08,liceo polivalente,30,3.09284,18,1.02768,13,333.4,7.61,1,2.807,87.9,
8/23/2018,5.87,liceo polivalente,26,8.30672,36,2.45621,29,306.8,8.592,1.04,1.385,97.67,
8/24/2018,8.49,liceo polivalente,18,13.1939,37,4.70858,30,102.8,4.411,1.33,0.4898,96.47,
8/25/2018,9.09,liceo polivalente,14,12.8689,34,3.77816,27,143.6,4.704,2.14,0.6695,92.12,
8/26/2018,9.78,liceo polivalente,9,16.3629,36,6.58018,30,174.4,9.81,2.82,3.394,100,
8/27/2018,6.62,liceo polivalente,14,10.5859,26,3.96417,23,157.5,8.88,1.38,2.766,100,
8/28/2018,5.69,liceo polivalente,22,7.59994,22,1.91004,18,164.5,10.33,1.12,0.5237,98.8,
8/29/2018,15.18,liceo polivalente,10,22.6163,52,7.4375,44,26.99,9.438,1.84,0.5048,91.6,
8/30/2018,7.3,liceo polivalente,16,10.472,27,3.17543,24,152.4,10.58,1,1.433,94.22,
8/31/2018,9.52,liceo polivalente,13,14.3175,43,4.79836,38,242.4,10.68,1.06,0.1232,92.22,
9/1/2018,10.64,liceo polivalente,14,15.3381,35,4.69537,32,92.08,8.007,1.72,0.7963,100,
9/2/2018,7.98,liceo polivalente,19,9.90929,29,1.93317,25,172,9.26199,1.39,1.356,95.62,
9/3/2018,9.38,liceo polivalente,15,14.0538,30,4.67504,19,138.6,9.433,2.37,1.333,99.67,
9/4/2018,11.6,liceo polivalente,13,17.23,38,5.71877,22,153.2,11.5,3.2,2.549,77.17,
9/5/2018,4.41,liceo polivalente,17,7.16526,35,2.92186,26,287.8,10.12,1.01,1.778,97.15,
9/6/2018,8.49,liceo polivalente,17,18.0343,33,9.58983,24,341.5,8.685,1.21,1.289,99.92,
9/7/2018,8.87,liceo polivalente,16,21.1271,32,12.2617,23,130.1,7.263,1.58,1.716,74.96,
9/8/2018,8.46,liceo polivalente,17,15.5091,36,7.05306,26,142.7,8.685,1.72,3.422,69.37,
9/9/2018,10.14,liceo polivalente,16,15.9409,46,5.83038,38,134.8,8.12801,1.98,1.234,89.95,
9/10/2018,11.07,liceo polivalente,13,22.6209,52,11.5469,34,147.7,8.605,2.91,1.19,82.15,
9/11/2018,9.32,liceo polivalente,12,18.8448,37,9.52763,25,150.8,8.386,3.59,1.459,74.91,
9/12/2018,9.24,liceo polivalente,12,16.7114,45,7.46773,24,156.9,9.43201,1.9,1.934,99.92,
9/13/2018,9.48,liceo polivalente,14,18.8093,49,9.32509,29,145.2,6.572,2.01,1.801,91.92,
9/14/2018,6.27,liceo polivalente,15,12.9351,38,6.77635,25,144.1,7.214,1.65,1.454,97.58,
9/15/2018,2.34,liceo polivalente,20,5.05797,23,3.08705,17,119.5,9.082,1.01,2.091,85.97,
9/16/2018,1.07,liceo polivalente,26,2.85802,16,2.36221,12,346.4,7.71,1,0.8757,98.33,
9/17/2018,1,liceo polivalente,27,2.46198,11,2.41878,7,334,9.502,1,4.673,96.38,
9/18/2018,1,liceo polivalente,28,2.19676,10,2.40458,6,298.2,10.47,,2.415,100,
9/19/2018,1.02,liceo polivalente,24,2.45663,17,2.43057,9,309.5,10.75,,2.886,98.65,
9/20/2018,1.03,liceo polivalente,24,2.13778,9,2.38378,6,334.3,10.22,,3.687,96.33,
9/21/2018,1,liceo polivalente,20,1.86355,8,2.37447,6,322.5,10.94,1,2.807,100,
9/22/2018,1,liceo polivalente,27,1.65346,12,2.38769,7,313.2,11.41,1,5.211,100,
9/23/2018,2.32,liceo polivalente,23,3.97351,16,2.84594,12,305.6,11.13,1.06,2.346,99.88,
9/24/2018,3.59,liceo polivalente,17,8.85709,23,5.86471,15,138.3,8.735,1.18,1.606,81.78,
9/25/2018,5.84,liceo polivalente,14,16.6539,39,11.6116,25,150,9.44501,1.29,1.334,71.16,
9/26/2018,2.88,liceo polivalente,20,8.05678,33,6.97726,19,136.6,11.24,1.02,1.781,72.04,
9/27/2018,1.2,liceo polivalente,23,3.09173,14,5.45683,10,326.9,11.2,1,3.083,95.42,
9/28/2018,1,liceo polivalente,25,1.07864,13,4.31854,7,326.9,11.49,1,6.582,100,
9/29/2018,1.02,liceo polivalente,25,1.33284,10,4.26379,8,309.6,10.64,,3.97,98.7,
9/30/2018,1.66,liceo polivalente,22,3.65761,21,4.90353,17,237.4,9.52299,,2.08,90.58,
10/1/2018,1.68,liceo polivalente,18,5.90544,20,6.93082,16,116.1,4.475,1.05,1.257,78.45,
10/2/2018,2.32,liceo polivalente,16,9.82956,24,10.1988,18,122.3,5.853,1.29,1.114,81.45,
10/3/2018,1.15,liceo polivalente,22,4.5218,21,8.17642,13,113.8,8.368,1.28,4.085,64.5699,
10/4/2018,1.85,liceo polivalente,22,7.14203,31,8.94461,15,146,11.13,1.85,3.576,60.62,
10/5/2018,1.01,liceo polivalente,26,3.0088,27,7.65804,14,332.7,10.54,1,4.733,91.3,
10/6/2018,1,liceo polivalente,24,1.90746,22,6.13218,16,224.2,10.16,1,1.326,96.33,
10/7/2018,1,liceo polivalente,27,1.00556,11,5.91761,8,254.6,9.207,,1.306,90.58,
10/8/2018,1.04,liceo polivalente,23,2.67565,22,6.92784,16,317.8,9.493,,3.641,100,
10/9/2018,1.28,liceo polivalente,17,5.75993,22,8.45966,18,352.9,7.591,1.02,0.8739,95.83,
10/10/2018,1.83,liceo polivalente,15,7.95628,32,8.68773,21,140.4,6.629,1.52,2.633,69.3,
10/11/2018,1.63,liceo polivalente,13,8.16922,32,8.744,20,123,7.782,1.06,1.215,97.45,
10/12/2018,2.24,liceo polivalente,18,5.32221,28,5.9956,23,162.8,8.368,1.02,4.23,77.63,
10/13/2018,1.13,liceo polivalente,17,4.51793,27,6.12609,19,130.8,6.381,1.09,0.8204,89.3,
10/14/2018,1.87,liceo polivalente,16,5.23663,18,2.57933,15,139.6,8.33,1.3,1.044,94.3,
10/15/2018,1.14,liceo polivalente,19,1.71828,10,1.38481,8,205.3,10.15,1,1.49,84.7,
10/16/2018,,liceo polivalente,17,,10,,7,317,10.44,1,1.492,100,
10/17/2018,,liceo polivalente,19,,10,,9,322.9,10.96,1,5.671,94.42,
10/18/2018,,liceo polivalente,15,,19,,16,331.6,10.51,1.04,1.795,100,
10/19/2018,5.47,liceo polivalente,13,8.05594,20,2.73218,17,125.3,9.015,1.36,1.168,100,
10/20/2018,4.83,liceo polivalente,14,7.13817,16,2.34716,14,127.9,7.712,1.25,0.5474,95.65,
10/21/2018,3.22,liceo polivalente,15,4.56789,19,1.38149,13,130.2,9.19299,1.04,1.407,89.5,
10/22/2018,5.3,liceo polivalente,16,7.62749,27,2.51661,16,147.7,10.67,1.16,3.976,65.64,
10/23/2018,5.11,liceo polivalente,12,8.33852,32,3.49993,20,144.7,11.26,1.5,0.9698,92.55,
10/24/2018,4.55,liceo polivalente,18,5.74279,18,1.7119,16,301.9,8.715,1.09,0.8421,100,
10/25/2018,4.64,liceo polivalente,13,7.31278,19,2.76556,14,141,9.81,1.33,1.242,93.05,
10/26/2018,2.99,liceo polivalente,12,5.92338,15,3.1731,11,175.1,11.21,1.21,1.78,97.35,
10/27/2018,3.09,liceo polivalente,12,4.87875,14,1.96359,10,168,13.58,1.23,1.486,97.72,
10/28/2018,1.42,liceo polivalente,11,1.90172,11,1.00549,9,330.7,12.28,1.04,0.9266,99.2,
10/29/2018,1.21,liceo polivalente,13,1.94259,6,1.62126,5,321.3,12.84,1,3.635,100,
10/30/2018,,liceo polivalente,11,,13,,8,273.4,12.64,1.14,1.397,100,
10/31/2018,4.7,liceo polivalente,,8.55093,25,4.28088,14,155,10.52,1.4,1.994,91.22,
11/1/2018,1.87,liceo polivalente,12,3.12978,15,1.88389,11,148.2,10.52,1.13,2.236,87.88,
11/2/2018,1.95,liceo polivalente,15,2.46346,23,1.64251,21,356.6,10.71,1,3.399,87.62,
11/3/2018,1.03,liceo polivalente,,1.17514,12,1.50609,10,340.1,7.878,1,0.6114,100,
11/4/2018,1.23,liceo polivalente,,1.50051,12,1.68036,8,330.7,10.67,,2.28,90.83,
11/5/2018,3.2,liceo polivalente,,7.07192,25,4.1096,14,132.2,11.2,1.21,1.105,100,
11/6/2018,,liceo polivalente,,,,,,122.3,11.92,,3.905,58.18,
11/14/2018,4.2,liceo polivalente,7,12.8791,15,8.69653,4,,,1.18,,,
11/15/2018,3.04,liceo polivalente,7,9.98257,12,6.9697,3,,,1.63,,,
11/16/2018,1.21,liceo polivalente,10,6.06599,14,5.23537,4,,,1.24,,,
11/17/2018,3.34,liceo polivalente,8,10.3902,8,7.1471,4,,,1.11,,,
11/18/2018,3.86,liceo polivalente,9,11.2938,14,7.43432,4,,,1.28,,,
11/19/2018,6.22,liceo polivalente,6,15.9494,20,9.73819,5,,,1.51,,,
11/20/2018,6.86,liceo polivalente,4,15.5269,16,8.71196,5,325.3,19.42,1.4,2.636,65.39,
11/21/2018,4.55,liceo polivalente,4,10.7734,9,6.22184,2,236.8,13.38,1,1.09,100,
11/22/2018,7.29,liceo polivalente,8,12.8177,28,5.52908,5,239.4,12.49,1.26,2.765,96.42,
11/23/2018,10.94,liceo polivalente,6,18.65,37,7.71326,8,237.3,12.93,,3.041,69.47,
11/24/2018,10.52,liceo polivalente,8,17.5972,35,7.07426,8,241.8,11.46,,3.199,93.88,
11/25/2018,9.38,liceo polivalente,7,15.3074,34,5.93224,8,236.2,11.64,,3.285,89.35,
11/26/2018,9.58,liceo polivalente,5,15.2304,34,5.65429,11,235.8,11.18,2.32,2.616,90.22,
11/27/2018,,liceo polivalente,4,,33,,10,233.1,9.953,2.23,1.935,92.03,
11/28/2018,6.08,liceo polivalente,5,8.35817,33,2.48344,10,240.7,10.74,3.38,2.374,95.05,
11/29/2018,3.56,liceo polivalente,4,5.22849,31,1.92531,9,224.6,10.87,3.07,1.465,95.42,
11/30/2018,5.02,liceo polivalente,4,7.40228,44,2.51016,10,228.9,13.09,3.84,1.681,94.58,
12/1/2018,2.83,liceo polivalente,9,3.29365,37,1.06462,11,216.4,14.34,2.19,3.173,46.22,
12/2/2018,,liceo polivalente,9,,36,,9,228.3,12.95,1.04,0.1331,89.85,
12/3/2018,,liceo polivalente,9,,30,,9,19.47,12.76,1,1.295,98.03,
12/4/2018,,liceo polivalente,7,,29,,7,22.86,12.26,1.05,1.584,91.15,
12/5/2018,,liceo polivalente,5,,39,,12,202,12.79,2.02,1.622,93.95,
12/6/2018,,liceo polivalente,10,,33,,,220.3,15.44,1.45,1.329,91.1,
12/7/2018,1.68,liceo polivalente,12,2.96889,22,1.87307,7,39.68,13.43,1.14,2.603,100,
12/8/2018,1.07,liceo polivalente,10,1.1877,27,1.04928,6,44.64,14.52,1.17,2.229,86.9,
12/9/2018,2.12,liceo polivalente,6,2.82498,18,1.41222,5,28.77,14.73,1.44,0.8798,98.97,
12/10/2018,2.95,liceo polivalente,6,4.54957,19,2.12153,5,156,12.6,1.95,0.105,96.33,
12/11/2018,4.97,liceo polivalente,6,11.5564,14,6.9767,5,36.44,15.04,1.66,1.923,95.33,
12/12/2018,12.94,liceo polivalente,5,41.4139,25,28.4732,9,216.7,12.62,2.26,0.991,92.85,
12/13/2018,4.26,liceo polivalente,7,12.4526,20,8.6153,3,253.6,12.67,1.12,3.698,70.1901,
12/14/2018,3.6,liceo polivalente,6,5.54298,18,2.1285,6,348.4,9.383,1.56,0.5221,98.53,
12/15/2018,3.14,liceo polivalente,7,4.37197,18,1.37022,5,220,10.6,1.35,1.591,83.65,
12/16/2018,3.28,liceo polivalente,4,4.5602,14,1.48023,5,229.3,12.63,1.59,2.123,89.33,
12/17/2018,5.25,liceo polivalente,7,7.18929,31,2.08072,9,230.7,13.13,2.09,3.228,92.95,
12/18/2018,9.6,liceo polivalente,5,15.2172,49,5.61492,14,229.3,13.77,3.81,2.377,90.1,
12/19/2018,7.17,liceo polivalente,4,11.1538,31,3.99764,10,239.3,11.68,3.6,2.057,94.42,
12/20/2018,6.75,liceo polivalente,5,9.87358,31,3.17035,8,239.3,12.55,3.11,3.08,90.08,
12/21/2018,8.41,liceo polivalente,5,12.0715,41,3.66496,12,237.4,13.21,3.73,2.571,90.8,
12/22/2018,3.5,liceo polivalente,6,4.58018,27,1.40617,9,233.8,12.09,1.87,2.635,94.95,
12/23/2018,7.47,liceo polivalente,6,10.0141,42,2.54435,15,248.4,12.37,4.69,1.213,93.62,
12/24/2018,7.87,liceo polivalente,6,11.0613,39,3.19075,10,232.9,13.97,2.86,2.256,82.12,
12/25/2018,3.56,liceo polivalente,5,4.63985,24,1.40874,8,231.8,14.46,2.03,3.073,94.53,
12/26/2018,1.98,liceo polivalente,4,3.4631,16,1.99046,4,42.68,12.29,1.2,2.057,100,
12/27/2018,4.69,liceo polivalente,5,7.2463,28,2.63971,7,269.8,14.23,2.18,0.8968,90.1,
12/28/2018,6.89,liceo polivalente,5,10.0105,26,3.13369,8,229.8,12.43,3.48,1.771,90.67,
12/29/2018,4.62,liceo polivalente,5,6.20842,17,2.00786,5,243.4,11.95,1.42,2.619,88.6,
12/30/2018,3.95,liceo polivalente,6,5.59954,20,1.68694,8,215.8,10.37,1.71,0.9362,99.45,
12/31/2018,5.63,liceo polivalente,5,9.08009,22,3.45728,9,242.3,11.97,3.07,3.25,87.2,
1/1/2019,5.54,liceo polivalente,5,7.65566,30,2.11917,11,236.3,13.28,2.82,2.942,87.55,
1/2/2019,4.67,liceo polivalente,6,6.81142,31,2.25606,6,240.5,11.46,1.67,4.178,81.0601,
1/3/2019,7.25,liceo polivalente,4,10.259,33,3.00454,7,248.4,11.77,1,4.841,77.98,
1/4/2019,8.87,liceo polivalente,6,13.204,39,4.3308,13,225.3,12.42,1,2.21,93.17,
1/5/2019,1.59,liceo polivalente,8,2.45755,26,1.08934,8,53.98,12.85,1,1.866,94.92,
1/6/2019,3.34,liceo polivalente,7,4.52176,22,1.2041,9,353.2,12.52,1,0.8429,99.8,
