FECHA (YYMMDD),no2,station,o3,nox,mp10,no,mp2.5,dirviento,tamb,so2,velviento,hrel,co
4/11/2013,,hualqui,24.9204,,,,,,,,,,
4/12/2013,,hualqui,27.4917,,,,,,,,,,
4/13/2013,,hualqui,21.7935,,,,,,,,,,
4/14/2013,,hualqui,27.075,,,,,,,,,,
4/15/2013,,hualqui,29.5912,,,,,,,,,,
4/16/2013,,hualqui,18.8929,,,,,,,,,,
4/17/2013,,hualqui,18.9977,,,,,,,,,,
4/18/2013,,hualqui,12.9477,,,,,,,,,,
4/19/2013,,hualqui,16.3086,,,,,,,,,,
4/20/2013,,hualqui,42.0042,,,,,,,,,,
4/21/2013,,hualqui,40.9087,,,,,,,,,,
4/22/2013,,hualqui,29.7139,,,,,,,,,,
4/23/2013,,hualqui,19.075,,,,,,,,,,
4/24/2013,,hualqui,18.1041,,,,,,,,,,
4/25/2013,,hualqui,9.73006,,,,,,,,,,
4/26/2013,,hualqui,30.7681,,,,,,,,,,
4/27/2013,,hualqui,15.8955,,,,,,,,,,
4/28/2013,,hualqui,19.7238,,,,,,,,,,
4/29/2013,,hualqui,23.4783,,,,,,,,,,
4/30/2013,,hualqui,17.4526,,,,,,,,,,
5/1/2013,,hualqui,54.5201,,,,,,,,,,
5/2/2013,,hualqui,44.9736,,,,,,,,,,
5/3/2013,,hualqui,141.04,,,,,,,,,,
5/4/2013,,hualqui,6.58904,,,,,,,,,,
5/5/2013,,hualqui,8.24883,,,,,,,,,,
5/6/2013,,hualqui,15.9621,,,,,,,,,,
5/7/2013,,hualqui,15.2767,,,,,,,,,,
5/8/2013,,hualqui,10.0669,,,,,,,,,,
5/9/2013,,hualqui,26.5559,,,,,,,,,,
5/10/2013,,hualqui,30.247,,,,,,,,,,
5/11/2013,,hualqui,16.0874,,,,,,,,,,
5/12/2013,,hualqui,19.166,,,,,,,,,,
5/13/2013,,hualqui,19.0238,,,,,,,,,,
5/16/2013,,hualqui,14.5165,,,,,,,,,,
5/17/2013,,hualqui,13.7576,,,,,,,,,,
5/18/2013,,hualqui,4.17696,,,,,,,,,,
5/19/2013,,hualqui,6.9715,,,,,,,,,,
5/20/2013,,hualqui,7.74796,,,,,,,,,,
5/21/2013,,hualqui,11.4923,,,,,,,,,,
5/22/2013,,hualqui,9.53816,,,,,,,,,,
5/23/2013,,hualqui,10.442,,,,,,,,,,
5/24/2013,,hualqui,11.0659,,,,,,,,,,
5/25/2013,,hualqui,6.46551,,,,,,,,,,
5/26/2013,,hualqui,29.3548,,,,,,,,,,
5/27/2013,,hualqui,29.2316,,,,,,,,,,
5/28/2013,,hualqui,35.502,,,,,,,,,,
5/29/2013,,hualqui,24.3125,,,,,,,,,,
5/30/2013,,hualqui,15.0417,,,,,,,,,,
5/31/2013,,hualqui,54.9911,,,,,,,,,,
6/1/2013,,hualqui,35.7242,,,,,,,,,,
6/2/2013,,hualqui,11.7931,,,,,,,,,,
6/3/2013,,hualqui,16.1938,,,,,,,,,,
6/4/2013,,hualqui,5.91364,,,,,,,,,,
6/5/2013,,hualqui,18.0344,,,,,,,,,,
6/6/2013,,hualqui,27.8942,,,,,,,,,,
6/7/2013,,hualqui,16.1368,,,,,,,,,,
6/8/2013,,hualqui,14.3253,,,,,,,,,,
6/9/2013,,hualqui,10.5985,,,,,,,,,,
6/10/2013,,hualqui,9.27049,,,,,,,,,,
6/11/2013,,hualqui,9.80501,,,,,,,,,,
6/12/2013,,hualqui,9.00931,,,,,,,,,,
6/16/2013,,hualqui,16.9717,,,,,,,,,,
6/17/2013,,hualqui,19.7988,,,,,,,,,,
6/18/2013,,hualqui,24.485,,,,,,,,,,
6/19/2013,,hualqui,17.9051,,,,,,,,,,
6/20/2013,,hualqui,8.98509,,,,,,,,,,
6/21/2013,,hualqui,14.787,,,,,,,,,,
6/22/2013,,hualqui,28.1109,,,,,,,,,,
6/23/2013,,hualqui,11.6813,,,,,,,,,,
6/24/2013,,hualqui,9.04022,,,,,,,,,,
6/25/2013,,hualqui,6.0984,,,,,,,,,,
6/26/2013,,hualqui,25.5968,,,,,,,,,,
6/27/2013,,hualqui,45.0463,,,,,,,,,,
6/28/2013,,hualqui,33.9079,,,,,,,,,,
6/29/2013,,hualqui,15.8658,,,,,,,,,,
6/30/2013,,hualqui,9.71941,,,,,,,,,,
7/1/2013,,hualqui,11.9475,,,,,,,,,,
7/2/2013,,hualqui,57.5461,,,,,,,,,,
7/3/2013,,hualqui,32.1972,,,,,,,,,,
7/4/2013,,hualqui,16.5412,,,,,,,,,,
7/5/2013,,hualqui,6.41155,,,,,,,,,,
7/6/2013,,hualqui,12.8661,,,,,,,,,,
7/7/2013,,hualqui,11.5089,,,,,,,,,,
7/8/2013,,hualqui,5.69893,,,,,,,,,,
7/9/2013,,hualqui,16.5757,,,,,,,,,,
7/10/2013,,hualqui,23.3985,,,,,,,,,,
7/11/2013,,hualqui,24.1776,,,,,,,,,,
7/12/2013,,hualqui,18.6492,,,,,,,,,,
7/13/2013,,hualqui,26.0434,,,,,,,,,,
7/14/2013,,hualqui,10.1732,,,,,,,,,,
7/15/2013,,hualqui,12.0748,,,,,,,,,,
7/16/2013,,hualqui,14.2214,,,,,,,,,,
7/17/2013,,hualqui,19.567,,,,,,,,,,
7/18/2013,,hualqui,17.4429,,,,,,,,,,
7/19/2013,,hualqui,18.8795,,,,,,,,,,
7/20/2013,,hualqui,19.0904,,,,,,,,,,
7/21/2013,,hualqui,30.4638,,,,,,,,,,
7/22/2013,,hualqui,21.5147,,,,,,,,,,
7/23/2013,,hualqui,15.3539,,,,,,,,,,
7/24/2013,,hualqui,12.8255,,,,,,,,,,
7/25/2013,,hualqui,16.4086,,,,,,,,,,
7/26/2013,,hualqui,3.87476,,,,,,,,,,
7/27/2013,,hualqui,7.28854,,,,,,,,,,
7/28/2013,,hualqui,6.22871,,,,,,,,,,
7/29/2013,,hualqui,4.48878,,,,,,,,,,
7/30/2013,,hualqui,16.9802,,,,,,,,,,
7/31/2013,,hualqui,12.0298,,,,,,,,,,
8/1/2013,,hualqui,11.9099,,,,,,,,,,
8/2/2013,,hualqui,19.1755,,,,,,,,,,
8/3/2013,,hualqui,47.3468,,,,,,,,,,
8/4/2013,,hualqui,50.1491,,,,,,,,,,
8/5/2013,,hualqui,34.9955,,,,,,,,,,
8/6/2013,,hualqui,23.6729,,,,,,,,,,
8/7/2013,,hualqui,46.173,,,,,,,,,,
8/8/2013,,hualqui,19.1914,,,,,,,,,,
8/9/2013,,hualqui,17.2995,,,,,,,,,,
8/10/2013,,hualqui,16.6704,,,,,,,,,,
8/11/2013,,hualqui,20.6987,,,,,,,,,,
8/14/2013,,hualqui,14.4228,,,,,,,,,,
8/15/2013,,hualqui,20.155,,,,,,,,,,
8/16/2013,,hualqui,26.3938,,,,,,,,,,
8/17/2013,,hualqui,16.4062,,,,,,,,,,
8/18/2013,,hualqui,39.5725,,,,,,,,,,
8/19/2013,,hualqui,34.7511,,,,,,,,,,
8/20/2013,,hualqui,21.5247,,,,,,,,,,
8/21/2013,,hualqui,31.8,,,,,,,,,,
8/22/2013,,hualqui,46.6069,,,,,,,,,,
8/23/2013,,hualqui,31.4999,,,,,,,,,,
8/24/2013,,hualqui,33.2922,,,,,,,,,,
8/25/2013,,hualqui,31.4766,,,,,,,,,,
8/26/2013,,hualqui,26.107,,,,,,,,,,
8/27/2013,,hualqui,10.9704,,,,,,,,,,
8/28/2013,,hualqui,17.0134,,,,,,,,,,
8/29/2013,,hualqui,15.8118,,,,,,,,,,
8/30/2013,,hualqui,39.2473,,,,,,,,,,
8/31/2013,,hualqui,31.9411,,,,,,,,,,
9/1/2013,,hualqui,16.1978,,,,,,,,,,
9/2/2013,,hualqui,20.9083,,,,,,,,,,
9/3/2013,,hualqui,19.5114,,,,,,,,,,
9/4/2013,,hualqui,8.01498,,,,,,,,,,
9/7/2013,,hualqui,13.6589,,,,,,,,,,
9/8/2013,,hualqui,11.653,,,,,,,,,,
9/11/2013,,hualqui,11.5687,,,,,,,,,,
9/12/2013,,hualqui,24.3354,,,,,,,,,,
9/13/2013,,hualqui,30.6814,,,,,,,,,,
9/14/2013,,hualqui,25.7505,,,,,,,,,,
9/15/2013,,hualqui,36.4172,,,,,,,,,,
9/16/2013,,hualqui,22.7913,,,,,,,,,,
9/17/2013,,hualqui,25.039,,,,,,,,,,
9/18/2013,,hualqui,27.922,,,,,,,,,,
9/19/2013,,hualqui,17.1016,,,,,,,,,,
9/20/2013,,hualqui,17.3972,,,,,,,,,,
9/21/2013,,hualqui,48.5603,,,,,,,,,,
9/22/2013,,hualqui,55.8671,,,,,,,,,,
9/23/2013,,hualqui,50.8187,,,,,,,,,,
9/24/2013,,hualqui,49.219,,,,,,,,,,
9/25/2013,,hualqui,31.8067,,,,,,,,,,
9/26/2013,,hualqui,43.6889,,,,,,,,,,
9/27/2013,,hualqui,38.329,,,,,,,,,,
9/28/2013,,hualqui,38.8557,,,,,,,,,,
9/29/2013,,hualqui,38.2613,,,,,,,,,,
9/30/2013,,hualqui,34.7812,,,,,,,,,,
10/1/2013,,hualqui,38.6357,,,,,,,,,,
10/2/2013,,hualqui,46.2476,,,,,,,,,,
10/3/2013,,hualqui,25.8564,,,,,,,,,,
10/4/2013,,hualqui,28.6241,,,,,,,,,,
10/5/2013,,hualqui,35.5636,,,,,,,,,,
10/6/2013,,hualqui,39.1854,,,,,,,,,,
10/7/2013,,hualqui,41.9715,,,,,,,,,,
10/8/2013,,hualqui,38.851,,,,,,,,,,
10/9/2013,,hualqui,38.2285,,,,,,,,,,
10/10/2013,,hualqui,31.5848,,,,,,,,,,
10/11/2013,,hualqui,23.4506,,,,,,,,,,
10/12/2013,,hualqui,27.203,,,,,,,,,,
10/14/2013,,hualqui,22.1242,,,,,,,,,,
10/15/2013,,hualqui,20.7538,,,,,,,,,,
10/16/2013,,hualqui,23.8701,,,,,,,,,,
10/17/2013,,hualqui,34.1076,,,,,,,,,,
10/18/2013,,hualqui,37.6689,,,,,,,,,,
10/19/2013,,hualqui,34.4243,,,,,,,,,,
10/20/2013,,hualqui,26.5914,,,,,,,,,,
10/21/2013,,hualqui,28.7476,,,,,,,,,,
10/22/2013,,hualqui,36.7536,,,,,,,,,,
10/23/2013,,hualqui,32.4881,,,,,,,,,,
10/24/2013,,hualqui,39.3851,,,,,,,,,,
10/27/2013,,hualqui,29.6558,,,,,,,,,,
11/7/2013,,hualqui,27.4323,,,,,,,,,,
11/10/2013,,hualqui,33.9037,,,,,,,,,,
11/11/2013,,hualqui,35.594,,,,,,,,,,
11/12/2013,,hualqui,37.8298,,,,,,,,,,
11/13/2013,,hualqui,29.8413,,,,,,,,,,
11/14/2013,,hualqui,37.8135,,,,,,,,,,
11/15/2013,,hualqui,34.1552,,,,,,,,,,
11/16/2013,,hualqui,36.544,,,,,,,,,,
11/17/2013,,hualqui,32.4672,,,,,,,,,,
11/18/2013,,hualqui,30.839,,,,,,,,,,
11/19/2013,,hualqui,36.6497,,,,,,,,,,
11/20/2013,,hualqui,39.7476,,,,,,,,,,
11/21/2013,,hualqui,40.4365,,,,,,,,,,
11/22/2013,,hualqui,28.0203,,,,,,,,,,
11/23/2013,,hualqui,22.9246,,,,,,,,,,
11/24/2013,,hualqui,41.5884,,,,,,,,,,
11/25/2013,,hualqui,33.2457,,,,,,,,,,
11/26/2013,,hualqui,33.8357,,,,,,,,,,
11/27/2013,,hualqui,29.4657,,,,,,,,,,
11/28/2013,,hualqui,31.2195,,,,,,,,,,
11/29/2013,,hualqui,31.2204,,,,,,,,,,
11/30/2013,,hualqui,36.1497,,,,,,,,,,
12/1/2013,,hualqui,33.9818,,,,,,,,,,
12/2/2013,,hualqui,35.0463,,,,,,,,,,
12/3/2013,,hualqui,44.3351,,,,,,,,,,
12/5/2013,,hualqui,33.7242,,,,,,,,,,
12/6/2013,,hualqui,34.8071,,,,,,,,,,
12/7/2013,,hualqui,49.4691,,,,,,,,,,
12/8/2013,,hualqui,36.4261,,,,,,,,,,
12/9/2013,,hualqui,28.3064,,,,,,,,,,
12/10/2013,,hualqui,38.0181,,,,,,,,,,
12/11/2013,,hualqui,25.1664,,,,,,,,,,
12/14/2013,,hualqui,45.1445,,,,,,,,,,
12/15/2013,,hualqui,60.3095,,,,,,,,,,
12/16/2013,,hualqui,42.0294,,,,,,,,,,
12/17/2013,,hualqui,45.1835,,,,,,,,,,
12/18/2013,,hualqui,41.1339,,,,,,,,,,
12/19/2013,,hualqui,44.0486,,,,,,,,,,
12/20/2013,,hualqui,37.4824,,,,,,,,,,
12/21/2013,,hualqui,37.5878,,,,,,,,,,
12/22/2013,,hualqui,55.5726,,,,,,,,,,
12/23/2013,,hualqui,66.223,,,,,,,,,,
12/24/2013,,hualqui,63.2344,,,,,,,,,,
12/25/2013,,hualqui,50.6617,,,,,,,,,,
12/26/2013,,hualqui,27.1229,,,,,,,,,,
12/27/2013,,hualqui,43.9363,,,,,,,,,,
12/28/2013,,hualqui,42.9738,,,,,,,,,,
12/29/2013,,hualqui,20.8409,,,,,,,,,,
12/30/2013,,hualqui,28.3685,,,,,,,,,,
12/31/2013,,hualqui,33.1952,,,,,,,,,,
1/1/2014,,hualqui,35.1755,,,,,,,,,,
1/2/2014,,hualqui,35.7083,,,,,,,,,,
1/3/2014,,hualqui,33.6799,,,,,,,,,,
1/4/2014,,hualqui,31.0679,,,,,,,,,,
1/5/2014,,hualqui,53.5621,,,,,,,,,,
1/6/2014,,hualqui,44.2722,,,,,,,,,,
1/7/2014,,hualqui,28.1291,,,,,,,,,,
1/8/2014,,hualqui,48.6142,,,,,,,,,,
1/9/2014,,hualqui,23.8992,,,,,,,,,,
1/10/2014,,hualqui,32.5395,,,,,,,,,,
1/11/2014,,hualqui,46.5262,,,,,,,,,,
1/12/2014,,hualqui,48.831,,,,,,,,,,
1/13/2014,,hualqui,44.7602,,,,,,,,,,
1/14/2014,,hualqui,46.1303,,,,,,,,,,
1/15/2014,,hualqui,67.8906,,,,,,,,,,
1/16/2014,,hualqui,34.3515,,,,,,,,,,
1/17/2014,,hualqui,29.5789,,,,,,,,,,
1/18/2014,,hualqui,29.8844,,,,,,,,,,
1/19/2014,,hualqui,26.4932,,,,,,,,,,
1/20/2014,,hualqui,20.9757,,,,,,,,,,
1/21/2014,,hualqui,25.7587,,,,,,,,,,
1/22/2014,,hualqui,16.7315,,,,,,,,,,
1/23/2014,,hualqui,19.1267,,,,,,,,,,
1/24/2014,,hualqui,30.1523,,,,,,,,,,
1/25/2014,,hualqui,42.3027,,,,,,,,,,
1/26/2014,,hualqui,39.7689,,,,,,,,,,
1/27/2014,,hualqui,40.9169,,,,,,,,,,
1/28/2014,,hualqui,28.5939,,,,,,,,,,
1/29/2014,,hualqui,35.0741,,,,,,,,,,
1/30/2014,,hualqui,22.7253,,,,,,,,,,
1/31/2014,,hualqui,26.8348,,,,,,,,,,
2/1/2014,,hualqui,29.0979,,,,,,,,,,
2/2/2014,,hualqui,25.4259,,,,,,,,,,
2/3/2014,,hualqui,26.5472,,,,,,,,,,
2/4/2014,,hualqui,26.8657,,,,,,,,,,
2/5/2014,,hualqui,22.8871,,,,,,,,,,
2/6/2014,,hualqui,27.768,,,,,,,,,,
2/7/2014,,hualqui,24.9223,,,,,,,,,,
2/8/2014,,hualqui,20.0228,,,,,,,,,,
2/9/2014,,hualqui,31.5329,,,,,,,,,,
2/10/2014,,hualqui,38.6512,,,,,,,,,,
2/11/2014,,hualqui,27.2452,,,,,,,,,,
2/12/2014,,hualqui,32.5716,,,,,,,,,,
2/13/2014,,hualqui,53.0092,,,,,,,,,,
2/14/2014,,hualqui,40.5403,,,,,,,,,,
2/15/2014,,hualqui,47.155,,,,,,,,,,
2/16/2014,,hualqui,40.3735,,,,,,,,,,
2/17/2014,,hualqui,41.1398,,,,,,,,,,
2/18/2014,,hualqui,33.8483,,,,,,,,,,
2/19/2014,,hualqui,33.2794,,,,,,,,,,
2/20/2014,,hualqui,33.5213,,,,,,,,,,
2/21/2014,,hualqui,28.587,,,,,,,,,,
2/22/2014,,hualqui,37.7042,,,,,,,,,,
2/23/2014,,hualqui,54.2861,,,,,,,,,,
2/24/2014,,hualqui,40.1302,,,,,,,,,,
2/25/2014,,hualqui,45.2685,,,,,,,,,,
2/26/2014,,hualqui,40.7002,,,,,,,,,,
2/27/2014,,hualqui,29.8786,,,,,,,,,,
2/28/2014,,hualqui,24.5121,,,,,,,,,,
3/1/2014,,hualqui,37.8088,,,,,,,,,,
3/2/2014,,hualqui,37.4218,,,,,,,,,,
3/3/2014,,hualqui,31.2165,,,,,,,,,,
3/4/2014,,hualqui,32.463,,,,,,,,,,
3/5/2014,,hualqui,30.3964,,,,,,,,,,
3/6/2014,,hualqui,31.6064,,,,,,,,,,
3/7/2014,,hualqui,36.4708,,,,,,,,,,
3/8/2014,,hualqui,32.2633,,,,,,,,,,
3/9/2014,,hualqui,35.3323,,,,,,,,,,
3/10/2014,,hualqui,31.6735,,,,,,,,,,
3/11/2014,,hualqui,22.2107,,,,,,,,,,
3/12/2014,,hualqui,23.4386,,,,,,,,,,
3/13/2014,,hualqui,28.0296,,,,,,,,,,
3/14/2014,,hualqui,34.1107,,,,,,,,,,
3/15/2014,,hualqui,42.2579,,,,,,,,,,
3/16/2014,,hualqui,26.8197,,,,,,,,,,
3/17/2014,,hualqui,18.4719,,,,,,,,,,
3/18/2014,,hualqui,26.7518,,,,,,,,,,
3/19/2014,,hualqui,32.1607,,,,,,,,,,
3/20/2014,,hualqui,32.4565,,,,,,,,,,
3/21/2014,,hualqui,46.4089,,,,,,,,,,
3/22/2014,,hualqui,40.3751,,,,,,,,,,
3/23/2014,,hualqui,33.6494,,,,,,,,,,
3/24/2014,,hualqui,30.0919,,,,,,,,,,
3/25/2014,,hualqui,45.3177,,,,,,,,,,
3/26/2014,,hualqui,49.6116,,,,,,,,,,
3/27/2014,,hualqui,46.2855,,,,,,,,,,
3/28/2014,,hualqui,27.8979,,,,,,,,,,
3/29/2014,,hualqui,20.2328,,,,,,,,,,
3/30/2014,,hualqui,23.7479,,,,,,,,,,
3/31/2014,,hualqui,21.2305,,,,,,,,,,
4/1/2014,,hualqui,19.2035,,,,,,,,,,
4/2/2014,,hualqui,28.6214,,,,,,,,,,
4/3/2014,,hualqui,25.864,,,,,,,,,,
4/4/2014,,hualqui,31.0793,,,,,,,,,,
4/5/2014,,hualqui,31.9786,,,,,,,,,,
4/6/2014,,hualqui,29.2265,,,,,,,,,,
4/8/2014,,hualqui,21.7894,,,,,,,,,,
4/9/2014,,hualqui,19.9822,,,,,,,,,,
4/10/2014,,hualqui,10.5081,,,,,,,,,,
4/11/2014,,hualqui,19.6569,,,,,,,,,,
4/12/2014,,hualqui,31.6778,,,,,,,,,,
4/13/2014,,hualqui,23.0512,,,,,,,,,,
4/14/2014,,hualqui,24.0598,,,,,,,,,,
4/15/2014,,hualqui,25.3979,,,,,,,,,,
4/16/2014,,hualqui,27.0247,,,,,,,,,,
4/17/2014,,hualqui,22.9726,,,,,,,,,,
4/18/2014,,hualqui,17.8226,,,,,,,,,,
4/19/2014,,hualqui,23.4919,,,,,,,,,,
4/20/2014,,hualqui,13.8502,,,,,,,,,,
4/21/2014,,hualqui,17.4386,,,,,,,,,,
4/22/2014,,hualqui,17.4656,,,,,,,,,,
4/23/2014,,hualqui,16.1959,,,,,,,,,,
4/24/2014,,hualqui,21.0818,,,,,,,,,,
4/25/2014,,hualqui,32.0207,,,,,,,,,,
4/26/2014,,hualqui,31.9091,,,,,,,,,,
4/27/2014,,hualqui,33.4574,,,,,,,,,,
4/28/2014,,hualqui,21.0314,,,,,,,,,,
4/29/2014,,hualqui,9.27193,,,,,,,,,,
5/2/2014,,hualqui,230.261,,,,,,,,,,
5/3/2014,,hualqui,15.5445,,,,,,,,,,
5/4/2014,,hualqui,17.0712,,,,,,,,,,
5/5/2014,,hualqui,20.468,,,,,,,,,,
5/6/2014,,hualqui,12.6248,,,,,,,,,,
5/7/2014,,hualqui,21.1287,,,,,,,,,,
5/9/2014,,hualqui,20.4221,,,,,,,,,,
5/10/2014,,hualqui,19.5439,,,,,,,,,,
5/11/2014,,hualqui,17.4903,,,,,,,,,,
5/12/2014,,hualqui,16.7962,,,,,,,,,,
5/13/2014,,hualqui,16.6127,,,,,,,,,,
5/14/2014,,hualqui,19.0899,,,,,,,,,,
5/15/2014,,hualqui,52.6757,,,,,,,,,,
5/16/2014,,hualqui,22.8529,,,,,,,,,,
5/17/2014,,hualqui,20.3842,,,,,,,,,,
5/18/2014,,hualqui,16.8943,,,,,,,,,,
5/19/2014,,hualqui,19.4171,,,,,,,,,,
5/20/2014,,hualqui,38.046,,,,,,,,,,
5/22/2014,,hualqui,16.5512,,,,,,,,,,
5/23/2014,,hualqui,20.0987,,,,,,,,,,
5/24/2014,,hualqui,24.2951,,,,,,,,,,
5/27/2014,,hualqui,34.4026,,,,,,,,,,
5/29/2014,,hualqui,22.8283,,,,,,,,,,
5/30/2014,,hualqui,27.2515,,,,,,,,,,
5/31/2014,,hualqui,19.3243,,,,,,,,,,
6/1/2014,,hualqui,13.5061,,,,,,,,,,
6/2/2014,,hualqui,22.2524,,,,,,,,,,
6/3/2014,,hualqui,21.4936,,,,,,,,,,
6/4/2014,,hualqui,15.2676,,,,,,,,,,
6/7/2014,,hualqui,20.255,,,,,,,,,,
6/8/2014,,hualqui,16.8645,,,,,,,,,,
6/9/2014,,hualqui,17.9555,,,,,,,,,,
6/10/2014,,hualqui,20.8999,,,,,,,,,,
6/12/2014,,hualqui,11.6394,,,,,,,,,,
6/13/2014,,hualqui,10.2435,,,,,,,,,,
6/14/2014,,hualqui,11.5495,,,,,,,,,,
6/15/2014,,hualqui,11.2212,,,,,,,,,,
6/16/2014,,hualqui,9.83337,,,,,,,,,,
6/17/2014,,hualqui,7.56916,,,,,,,,,,
6/18/2014,,hualqui,6.9427,,,,,,,,,,
6/19/2014,,hualqui,8.68393,,,,,,,,,,
6/20/2014,,hualqui,7.77736,,,,,,,,,,
6/21/2014,,hualqui,5.74352,,,,,,,,,,
6/22/2014,,hualqui,5.83924,,,,,,,,,,
6/23/2014,,hualqui,6.66339,,,,,,,,,,
6/24/2014,,hualqui,5.24062,,,,,,,,,,
6/25/2014,,hualqui,7.69601,,,,,,,,,,
6/26/2014,,hualqui,4.85374,,,,,,,,,,
6/27/2014,,hualqui,6.98447,,,,,,,,,,
6/28/2014,,hualqui,6.3055,,,,,,,,,,
6/29/2014,,hualqui,6.23657,,,,,,,,,,
6/30/2014,,hualqui,4.77462,,,,,,,,,,
7/1/2014,,hualqui,4.07851,,,,,,,,,,
7/2/2014,,hualqui,3.88776,,,,,,,,,,
7/3/2014,,hualqui,4.45962,,,,,,,,,,
7/4/2014,,hualqui,4.72869,,,,,,,,,,
7/5/2014,,hualqui,4.7584,,,,,,,,,,
7/6/2014,,hualqui,4.40034,,,,,,,,,,
7/7/2014,,hualqui,6.65885,,,,,,,,,,
7/8/2014,,hualqui,5.85307,,,,,,,,,,
7/9/2014,,hualqui,5.26265,,,,,,,,,,
7/10/2014,,hualqui,37.1294,,,,,,,,,,
7/11/2014,,hualqui,46.0547,,,,,,,,,,
7/12/2014,,hualqui,58.063,,,,,,,,,,
7/13/2014,,hualqui,53.8093,,,,,,,,,,
7/14/2014,,hualqui,32.4247,,,,,,,,,,
7/15/2014,,hualqui,66.5848,,,,,,,,,,
7/16/2014,,hualqui,75.1788,,,,,,,,,,
7/17/2014,,hualqui,60.5917,,,,,,,,,,
7/18/2014,,hualqui,39.5979,,,,,,,,,,
7/19/2014,,hualqui,52.4442,,,,,,,,,,
7/20/2014,,hualqui,48.6613,,,,,,,,,,
7/21/2014,,hualqui,69.9202,,,,,,,,,,
7/22/2014,,hualqui,68.3821,,,,,,,,,,
7/23/2014,,hualqui,35.7988,,,,,,,,,,
7/24/2014,,hualqui,68.4359,,,,,,,,,,
7/25/2014,,hualqui,58.7953,,,,,,,,,,
7/26/2014,,hualqui,42.0928,,,,,,,,,,
7/27/2014,,hualqui,35.6382,,,,,,,,,,
7/28/2014,,hualqui,34.0762,,,,,,,,,,
7/29/2014,,hualqui,71.9222,,,,,,,,,,
7/30/2014,,hualqui,42.6415,,,,,,,,,,
8/3/2014,,hualqui,12.7568,,,,,,,,,,
8/4/2014,,hualqui,36.6555,,,,,,,,,,
8/5/2014,,hualqui,76.7036,,,,,,,,,,
8/6/2014,,hualqui,45.2957,,,,,,,,,,
8/7/2014,,hualqui,19.9496,,,,,,,,,,
8/8/2014,,hualqui,5.17832,,,,,,,,,,
8/9/2014,,hualqui,4.96011,,,,,,,,,,
8/10/2014,,hualqui,4.47843,,,,,,,,,,
8/11/2014,,hualqui,4.58155,,,,,,,,,,
8/12/2014,,hualqui,21.9751,,,,,,,,,,
8/13/2014,,hualqui,15.863,,,,,,,,,,
8/14/2014,,hualqui,32.9747,,,,,,,,,,
8/15/2014,,hualqui,33.3915,,,,,,,,,,
8/16/2014,,hualqui,45.3023,,,,,,,,,,
8/17/2014,,hualqui,4.66304,,,,,,,,,,
8/18/2014,,hualqui,4.13694,,,,,,,,,,
8/19/2014,,hualqui,4.29476,,,,,,,,,,
8/20/2014,,hualqui,4.37592,,,,,,,,,,
8/21/2014,,hualqui,5.00451,,,,,,,,,,
8/22/2014,,hualqui,4.89442,,,,,,,,,,
11/25/2016,6.44215,hualqui,5.13634,15.8023,,9.68311,,101.573,22.0075,26.5592,1.96412,45.51,
11/26/2016,1,hualqui,1.34878,2.25499,11.1939,2.22929,4.78409,140.513,13.1575,1.42646,0.355186,92.85,
11/27/2016,1,hualqui,1.23969,2.34626,11.4603,2.66273,7.1071,262.327,9.8075,1.29137,0.251232,93.15,
11/28/2016,,hualqui,1.40056,3.18523,19.6524,3.33526,,219.763,9.8,1.26147,0.044114,93.625,
11/29/2016,1.05524,hualqui,6.9256,2.34602,28.208,2.30606,11.3569,272.816,12.125,4.06067,0.29039,90.1,
11/30/2016,1,hualqui,,1,26.2788,1.00038,14.3904,237.838,15.3475,0.397194,1.31336,88.125,
12/1/2016,2.1596,hualqui,,2.88704,34.2434,1.414,14.0033,145.134,12.7375,0.907847,0.233255,88.625,
12/2/2016,2.14133,hualqui,15.5362,2.80145,28.2438,1.51006,10.0407,107.4,12.5325,0.701307,0.0997446,93.15,
12/3/2016,1.69985,hualqui,13.3481,3.09081,30.7713,1.95125,10.8048,146.853,12.68,0.711915,0.38405,91.2,
12/4/2016,1.00624,hualqui,11.2676,1.03495,19.0829,1,8.91557,136.647,14.04,,1.19916,77.365,
12/5/2016,1.10243,hualqui,5.34878,1.52713,14.2485,1.26012,8.67943,91.4825,8.7375,,0.584134,92.425,
12/6/2016,1.49715,hualqui,20.3365,2.64537,13.4736,1.76806,8.30611,119.984,8.14925,,0.198214,93.275,
12/7/2016,1,hualqui,0.42131,2.8327,18.719,2.3641,6.92995,91.0865,9.595,,0.0982434,91.175,
12/8/2016,1,hualqui,,2.52358,20.5188,2.11696,8.44301,61.0833,10.8175,,0.440004,93.05,
12/9/2016,1.5216,hualqui,,2.33447,17.6451,1.18723,8.40909,94.3964,14.1825,,0.605027,88.05,
12/10/2016,3.03819,hualqui,3.84152,5.1804,13.8404,2.22454,10.8321,84.0466,13.5225,0.251572,0.435308,84.9,
12/11/2016,2.01275,hualqui,,4.21815,13.971,2.41412,6.69919,85.2034,12.08,,0.305131,93.925,
12/12/2016,1.93378,hualqui,9.60417,3.58628,16.3108,1.89631,5.62846,208.584,16.3175,,0.358823,82.325,
12/13/2016,1.7207,hualqui,12.4895,2.9158,22.4905,1.63044,6.60527,147.87,9.375,,0.0959918,78.335,
