FECHA (YYMMDD),mp10,station,mp2.5,dirviento,tamb,so2,velviento,hrel,no2,o3,nox,no,co
10/18/2012 0:00,,club 23 de marz,,247.634,23.5821,,7.78564,6.42825,,,,,
10/19/2012 0:00,,club 23 de marz,6.29063,,,,,,,,,,
10/20/2012 0:00,,club 23 de marz,7.00727,,,,,,,,,,
10/21/2012 0:00,,club 23 de marz,7.54784,,,,,,,,,,
10/22/2012 0:00,,club 23 de marz,7.74152,,,,,,,,,,
10/23/2012 0:00,,club 23 de marz,6.03768,,,,,,,,,,
10/24/2012 0:00,,club 23 de marz,7.33343,,,,,,,,,,
10/25/2012 0:00,,club 23 de marz,7.62622,,,,,,,,,,
10/26/2012 0:00,,club 23 de marz,7.58743,,,,,,,,,,
10/27/2012 0:00,,club 23 de marz,9.90317,,,,,,,,,,
10/28/2012 0:00,,club 23 de marz,10.3996,,,,,,,,,,
10/29/2012 0:00,,club 23 de marz,14.6704,,,,,,,,,,
10/30/2012 0:00,,club 23 de marz,11.5635,265.856,25.5772,,7.43813,8.67915,,,,,
10/31/2012 0:00,,club 23 de marz,7.89072,,,,,,,,,,
11/1/2012 0:00,,club 23 de marz,8.02229,,,,,,,,,,
11/3/2012 0:00,,club 23 de marz,8.37421,,,,,,,,,,
11/4/2012 0:00,,club 23 de marz,7.61768,,,,,,,,,,
11/5/2012 0:00,,club 23 de marz,7.2491,,,,,,,,,,
11/6/2012 0:00,,club 23 de marz,6.87547,,,,,,,,,,
11/7/2012 0:00,,club 23 de marz,7.4597,,,,,,,,,,
11/8/2012 0:00,,club 23 de marz,6.85746,,,,,,,,,,
11/9/2012 0:00,,club 23 de marz,6.71468,,,,,,,,,,
11/10/2012 0:00,,club 23 de marz,8.89511,,,,,,,,,,
11/11/2012 0:00,,club 23 de marz,7.43173,,,,,,,,,,
11/12/2012 0:00,,club 23 de marz,8.15149,,,,,,,,,,
11/13/2012 0:00,,club 23 de marz,9.7312,,,,,,,,,,
11/14/2012 0:00,,club 23 de marz,10.023,,,,,,,,,,
11/15/2012 0:00,,club 23 de marz,11.0078,,,,,,,,,,
11/16/2012 0:00,,club 23 de marz,9.95853,,,,,,,,,,
11/17/2012 0:00,,club 23 de marz,7.87151,,,,,,,,,,
11/18/2012 0:00,,club 23 de marz,7.14474,,,,,,,,,,
11/19/2012 0:00,,club 23 de marz,8.24982,,,,,,,,,,
11/20/2012 0:00,,club 23 de marz,7.69257,,,,,,,,,,
11/21/2012 0:00,,club 23 de marz,7.04412,,,,,,,,,,
11/22/2012 0:00,,club 23 de marz,8.2514,,,,,,,,,,
11/23/2012 0:00,,club 23 de marz,5.61468,,,,,,,,,,
11/24/2012 0:00,,club 23 de marz,7.31639,,,,,,,,,,
11/25/2012 0:00,,club 23 de marz,5.47707,,,,,,,,,,
11/26/2012 0:00,,club 23 de marz,5.66759,,,,,,,,,,
11/27/2012 0:00,,club 23 de marz,7.2235,,,,,,,,,,
11/28/2012 0:00,,club 23 de marz,8.21552,,,,,,,,,,
11/29/2012 0:00,,club 23 de marz,11.5909,,,,,,,,,,
11/30/2012 0:00,,club 23 de marz,9.48993,86.3953,12.6967,,2.56498,20.5016,,,,,
12/1/2012 0:00,48.814,club 23 de marz,6.8839,83.8374,11.9182,,3.03091,20.7815,,,,,
12/2/2012 0:00,56.178,club 23 de marz,8.09673,64.5875,11.6123,,1.93583,23.5915,,,,,
12/3/2012 0:00,42.2828,club 23 de marz,7.34627,64.9845,11.9328,,2.34348,17.0231,,,,,
12/4/2012 0:00,43.3126,club 23 de marz,,54.4546,10.4448,,2.7103,18.3491,,,,,
12/5/2012 0:00,50.6995,club 23 de marz,,250.396,22.868,,6.8504,13.9538,,,,,
12/6/2012 0:00,55.5471,club 23 de marz,9.37418,106.981,12.4891,,0.66205,30.5734,,,,,
12/7/2012 0:00,48.6744,club 23 de marz,7.77883,68.926,12.6718,,1.53033,37.7806,,,,,
12/8/2012 0:00,49.8344,club 23 de marz,7.86754,302.017,13.6662,,0.719482,31.7878,,,,,
12/9/2012 0:00,52.1071,club 23 de marz,9.16533,229.374,16.7036,,1.29353,32.7061,,,,,
12/10/2012 0:00,57.5093,club 23 de marz,11.0725,134.531,14.6653,,0.27742,35.1655,,,,,
12/11/2012 0:00,46.8652,club 23 de marz,9.06767,46.0209,14.7366,,2.71771,32.0121,,,,,
12/12/2012 0:00,41.5598,club 23 de marz,6.3438,54.5975,13.813,,2.28914,44.3766,,,,,
12/13/2012 0:00,34.3267,club 23 de marz,5.27763,57.3061,13.1483,,2.86785,30.8672,,,,,
12/14/2012 0:00,46.127,club 23 de marz,8.66109,2.97694,11.499,,1.15009,40.0233,,,,,
12/15/2012 0:00,41.1484,club 23 de marz,5.85163,68.4254,11.8701,,2.48168,40.6982,,,,,
12/16/2012 0:00,53.8793,club 23 de marz,7.20275,84.3025,11.6915,,2.06527,41.8343,,,,,
12/17/2012 0:00,49.4333,club 23 de marz,7.34351,52.095,11.6055,,2.74367,32.5833,,,,,
12/18/2012 0:00,52.5654,club 23 de marz,8.25604,14.7166,12.4767,,0.969361,41.6353,,,,,
12/19/2012 0:00,42.1206,club 23 de marz,5.84486,354.001,12.9332,,0.512671,29.5543,,,,,
12/20/2012 0:00,43.0302,club 23 de marz,5.91561,194.276,12.491,,1.44378,40.256,,,,,
12/21/2012 0:00,54.3406,club 23 de marz,7.88764,99.0211,13.5098,,3.10774,37.8401,,,,,
12/22/2012 0:00,47.9824,club 23 de marz,8.62453,52.3015,14.7695,,2.03685,32.8895,,,,,
12/23/2012 0:00,50.0384,club 23 de marz,9.51642,49.5907,14.2536,,1.35075,35.3152,,,,,
12/24/2012 0:00,68.0931,club 23 de marz,10.3706,41.1933,14.6538,,1.45749,29.9691,,,,,
12/25/2012 0:00,49.1131,club 23 de marz,8.33557,54.963,14.0703,,2.96367,24.5096,,,,,
12/26/2012 0:00,44.6487,club 23 de marz,7.85432,69.5293,12.4608,,3.06323,30.687,,,,,
12/27/2012 0:00,37.0518,club 23 de marz,7.07878,71.3483,13.1505,,3.04325,31.2686,,,,,
12/28/2012 0:00,38.3248,club 23 de marz,6.56216,55.9394,12.4431,,2.77271,32.4943,,,,,
12/29/2012 0:00,38.9529,club 23 de marz,5.75666,58.2949,13.039,,2.90603,15.9345,,,,,
12/30/2012 0:00,40.1902,club 23 de marz,7.39295,57.1486,13.304,,2.9003,16.719,,,,,
12/31/2012 0:00,45.0929,club 23 de marz,10.5937,68.4707,12.7327,,2.63301,10.7847,,,,,
1/1/2013 0:00,38.1061,club 23 de marz,10.3592,67.0641,13.141,,3.38335,16.7846,,,,,
1/2/2013 0:00,38.1429,club 23 de marz,5.28806,63.5333,12.6457,,2.87243,16.1445,,,,,
1/3/2013 0:00,50.3105,club 23 de marz,6.04395,54.1086,12.9131,,3.20075,19.368,,,,,
1/4/2013 0:00,45.979,club 23 de marz,6.0265,106.281,13.6795,,2.63459,26.7115,,,,,
1/5/2013 0:00,39.4796,club 23 de marz,5.39046,90.7074,14.6648,,1.3972,15.3263,,,,,
1/6/2013 0:00,36.6352,club 23 de marz,5.56804,279.838,15.3307,,0.913507,22.5051,,,,,
1/7/2013 0:00,32.3427,club 23 de marz,5.07858,50.1274,12.9753,,1.90191,25.9678,,,,,
1/8/2013 0:00,38.5541,club 23 de marz,6.30139,68.787,12.665,,2.8796,13.1343,,,,,
1/9/2013 0:00,44.1802,club 23 de marz,7.25273,56.3846,14.1583,,1.15169,26.0155,,,,,
1/10/2013 0:00,56.8734,club 23 de marz,10.3028,65.3217,17.1475,,2.30039,27.4523,,,,,
1/11/2013 0:00,66.3995,club 23 de marz,9.72839,66.8079,16.6516,,1.63772,20.1128,,,,,
1/12/2013 0:00,45.765,club 23 de marz,6.51256,74.3158,16.7951,,1.89266,16.8503,,,,,
1/13/2013 0:00,41.3229,club 23 de marz,6.90328,61.6367,14.248,,3.27505,22.669,,,,,
1/14/2013 0:00,46.0761,club 23 de marz,6.01771,54.8286,13.7295,,1.89997,23.9521,,,,,
1/15/2013 0:00,54.0784,club 23 de marz,7.42239,56.9906,13.2055,,2.42268,22.7351,,,,,
1/16/2013 0:00,55.4012,club 23 de marz,8.39244,54.2027,12.9232,,2.6792,21.1778,,,,,
1/17/2013 0:00,44.8336,club 23 de marz,8.0943,61.4506,13.3255,,1.73142,35.6255,,,,,
1/18/2013 0:00,43.1829,club 23 de marz,8.7095,214.496,13.3611,,0.757399,27.8218,,,,,
1/19/2013 0:00,48.2849,club 23 de marz,9.66632,231.994,15.1573,,1.84713,30.9481,,,,,
1/20/2013 0:00,33.5409,club 23 de marz,6.32489,329.747,16.951,,1.39647,28.47,,,,,
1/21/2013 0:00,44.8481,club 23 de marz,8.49516,60.1996,13.9878,,1.59536,47.0208,,,,,
1/22/2013 0:00,39.6751,club 23 de marz,7.17185,100.914,13.7292,,1.56532,23.6375,,,,,
1/23/2013 0:00,42.4274,club 23 de marz,7.47974,16.8354,14.9377,,1.42639,34.9774,,,,,
1/24/2013 0:00,44.0454,club 23 de marz,7.37392,190.036,13.4683,,1.58177,29.5265,,,,,
1/25/2013 0:00,40.2609,club 23 de marz,6.28041,67.8245,13.0888,,2.62888,29.2886,,,,,
1/26/2013 0:00,38.2396,club 23 de marz,5.57829,128.621,13.6465,,1.44715,28.8981,,,,,
1/27/2013 0:00,37.8005,club 23 de marz,5.51891,83.0972,13.3027,,1.31678,32.9528,,,,,
1/28/2013 0:00,38.5685,club 23 de marz,5.62284,59.0638,14.0481,,2.24037,33.924,,,,,
1/29/2013 0:00,58.12,club 23 de marz,6.81721,52.0966,14.9711,,1.82823,28.9572,,,,,
1/30/2013 0:00,58.5132,club 23 de marz,9.70563,56.9216,15.0558,,2.12926,29.7146,,,,,
1/31/2013 0:00,56.5842,club 23 de marz,10.8387,58.5456,14.33,,1.69002,39.8411,,,,,
2/1/2013 0:00,60.8511,club 23 de marz,10.0464,63.8633,14.8738,,1.34121,34.0943,,,,,
2/2/2013 0:00,56.6104,club 23 de marz,10.1009,51.5742,13.4005,,1.8726,49.6803,,,,,
2/3/2013 0:00,56.7644,club 23 de marz,9.52608,77.9761,14.8555,,2.01278,37.2809,,,,,
2/4/2013 0:00,60.3159,club 23 de marz,14.2069,315.214,14.8268,,0.975451,51.0571,,,,,
2/5/2013 0:00,57.6409,club 23 de marz,12.1488,242.615,12.3955,,1.69842,71.2776,,,,,
2/6/2013 0:00,42.8017,club 23 de marz,10.3605,221.857,11.9702,,1.17828,83.4447,,,,,
2/7/2013 0:00,38.7399,club 23 de marz,8.05238,99.8538,13.2382,,0.771117,77.9978,,,,,
2/8/2013 0:00,64.6902,club 23 de marz,9.06349,71.5094,14.5868,,1.71878,54.6616,,,,,
2/9/2013 0:00,32.8571,club 23 de marz,5.05257,233.915,14.0455,,0.401714,76.9772,,,,,
2/10/2013 0:00,37.9248,club 23 de marz,6.83672,177.046,13.0178,,1.08926,66.9043,,,,,
2/11/2013 0:00,33.7266,club 23 de marz,5.59335,92.177,12.9512,,1.77732,64.1316,,,,,
2/12/2013 0:00,44.2205,club 23 de marz,7.18942,95.5359,12.4158,,2.16584,53.9266,,,,,
2/13/2013 0:00,50.5606,club 23 de marz,8.4718,62.7902,12.6793,,2.26395,51.2386,,,,,
2/14/2013 0:00,51.5137,club 23 de marz,9.22372,58.4897,13.5217,,1.50839,43.8859,,,,,
2/15/2013 0:00,48.4791,club 23 de marz,8.81146,193.068,13.329,,1.4371,40.2358,,,,,
2/16/2013 0:00,50.7466,club 23 de marz,9.75789,44.538,13.784,,0.520926,33.3953,,,,,
2/17/2013 0:00,43.7704,club 23 de marz,7.77458,88.6559,14.1118,,2.20417,38.7041,,,,,
2/18/2013 0:00,44.8171,club 23 de marz,8.10341,54.1906,13.5025,,2.82715,32.1048,,,,,
2/19/2013 0:00,49.1942,club 23 de marz,7.349,59.9874,13.6248,,2.46305,29.3673,,,,,
2/20/2013 0:00,57.7647,club 23 de marz,8.88965,84.3274,13.0765,,1.81931,40.4142,,,,,
2/21/2013 0:00,50.75,club 23 de marz,7.24186,76.2317,13.7092,,1.81046,24.2756,,,,,
2/22/2013 0:00,56.0093,club 23 de marz,9.45557,51.1371,14.808,,2.60069,31.6998,,,,,
2/23/2013 0:00,62.4616,club 23 de marz,12.4044,72.5884,14.3243,,0.448069,58.2541,,,,,
2/24/2013 0:00,49.7153,club 23 de marz,9.04327,138.522,14.767,,1.84389,52.7193,,,,,
2/25/2013 0:00,49.2219,club 23 de marz,7.89077,39.3398,14.5373,,0.604733,52.9044,,,,,
2/26/2013 0:00,48.8721,club 23 de marz,11.2037,52.5482,14.3665,,2.15396,60.0943,,,,,
2/27/2013 0:00,43.0292,club 23 de marz,8.2511,28.9669,14.0372,,1.22249,68.1006,,,,,
2/28/2013 0:00,45.584,club 23 de marz,7.49075,20.1676,14.7338,,0.124102,57.8784,,,,,
3/1/2013 0:00,52.5527,club 23 de marz,10.0022,240.288,14.7403,,0.897338,55.2513,,,,,
3/2/2013 0:00,47.6078,club 23 de marz,8.62392,28.6227,14.7852,,1.49463,50.3964,,,,,
3/3/2013 0:00,49.5875,club 23 de marz,8.21736,58.3414,15.1051,,1.85193,31.152,,,,,
3/4/2013 0:00,47.3173,club 23 de marz,7.53656,216.21,15.022,,0.634698,32.3085,,,,,
3/5/2013 0:00,48.0499,club 23 de marz,8.14835,61.6086,14.5838,,2.45256,27.6338,,,,,
3/6/2013 0:00,,club 23 de marz,,96.3296,14.0143,,2.08517,23.333,,,,,
3/7/2013 0:00,,club 23 de marz,,52.5484,13.1713,,2.44102,27.0393,,,,,
3/8/2013 0:00,49.0165,club 23 de marz,9.56181,101.458,15.3277,,1.93199,50.5018,,,,,
3/9/2013 0:00,55.9356,club 23 de marz,10.3413,100.755,15.0785,,1.99395,61.9693,,,,,
3/10/2013 0:00,53.8163,club 23 de marz,9.48785,98.1111,15.4317,,3.50008,49.7365,,,,,
3/11/2013 0:00,51.8588,club 23 de marz,7.15305,103.391,14.2708,,2.83006,33.7682,,,,,
3/12/2013 0:00,44.6689,club 23 de marz,4.65643,109.155,12.5318,,2.24929,17.0958,,,,,
3/13/2013 0:00,,club 23 de marz,,263.725,24.2016,,6.44829,8.19481,,,,,
3/14/2013 0:00,37.0598,club 23 de marz,4.24881,65.1769,11.6995,,1.97151,18.81,,,,,
3/15/2013 0:00,36.1546,club 23 de marz,4.59039,75.688,11.6678,,3.41957,20.7,,,,,
3/16/2013 0:00,54.134,club 23 de marz,7.21398,82.8412,12.7682,,3.19321,18.9645,,,,,
3/17/2013 0:00,44.8862,club 23 de marz,6.51286,96.0437,10.9263,,2.27242,22.2618,,,,,
3/18/2013 0:00,47.1095,club 23 de marz,7.19746,77.8031,11.9662,,2.36561,19.8173,,,,,
3/19/2013 0:00,61.1625,club 23 de marz,8.99777,58.0561,11.757,,1.73318,28.0263,,,,,
3/20/2013 0:00,39.0806,club 23 de marz,5.60492,74.2322,11.6577,,3.41454,33.9806,,,,,
3/21/2013 0:00,34.9635,club 23 de marz,5.29074,62.1802,12.7898,,2.58321,47.5151,,,,,
3/22/2013 0:00,45.9061,club 23 de marz,7.91682,92.948,12.128,,2.7003,49.0153,,,,,
3/23/2013 0:00,40.418,club 23 de marz,7.15065,56.4335,11.1993,,1.97404,48.8647,,,,,
3/24/2013 0:00,41.2482,club 23 de marz,5.72091,72.3578,11.5743,,2.75912,45.5475,,,,,
3/25/2013 0:00,39.1089,club 23 de marz,5.62424,68.5298,10.9875,,3.3999,59.7391,,,,,
3/26/2013 0:00,42.7148,club 23 de marz,6.55209,76.84,12.0745,,3.01695,46.2794,,,,,
3/27/2013 0:00,49.3636,club 23 de marz,7.95888,90.335,12.6708,,3.259,45.1158,,,,,
3/28/2013 0:00,47.6252,club 23 de marz,6.85191,82.4845,12.7088,,3.07695,34.4008,,,,,
3/29/2013 0:00,41.4574,club 23 de marz,4.99519,89.9037,12.4208,,3.86246,26.4336,,,,,
3/30/2013 0:00,46.7133,club 23 de marz,6.76933,78.4131,11.1583,,1.49677,22.662,,,,,
3/31/2013 0:00,38.323,club 23 de marz,4.52295,113.5,11.4468,,3.12954,20.2003,,,,,
4/1/2013 0:00,50.5913,club 23 de marz,6.27656,67.1741,11.02,,2.90867,22.917,,,,,
4/2/2013 0:00,53.4232,club 23 de marz,6.06062,87.7594,11.494,,2.82821,19.5068,,,,,
4/3/2013 0:00,50.3712,club 23 de marz,5.82215,61.4728,10.3237,,0.854398,24.1215,,,,,
4/4/2013 0:00,43.9993,club 23 de marz,6.16216,48.9868,9.91849,,2.87751,26.9532,,,,,
4/5/2013 0:00,41.646,club 23 de marz,6.92142,64.5436,9.99315,,2.86305,20.3646,,,,,
4/6/2013 0:00,50.9681,club 23 de marz,7.1778,86.0398,10.5547,,2.30037,27.8062,,,,,
4/7/2013 0:00,42.6466,club 23 de marz,6.5788,77.4707,12.0273,,2.38549,44.3671,,,,,
4/8/2013 0:00,55.7388,club 23 de marz,8.14505,91.7991,11.671,,3.17311,34.4961,,,,,
4/9/2013 0:00,47.3566,club 23 de marz,6.18311,104.84,11.0121,,2.90772,27.658,,,,,
4/10/2013 0:00,48.3654,club 23 de marz,6.31329,101.445,10.7757,,3.20131,33.0013,,,,,
4/11/2013 0:00,46.585,club 23 de marz,6.20723,96.1624,10.4371,,2.11369,25.8498,,,,,
4/12/2013 0:00,51.7416,club 23 de marz,7.36805,98.736,10.8192,,2.78575,32.9736,,,,,
4/13/2013 0:00,44.2323,club 23 de marz,6.04238,103.805,9.95232,,3.59617,21.2223,,,,,
4/14/2013 0:00,56.7547,club 23 de marz,7.47508,107.453,11.6037,,4.48569,18.7576,,,,,
4/15/2013 0:00,51.9691,club 23 de marz,7.07794,110.088,10.924,,3.64334,13.7202,,,,,
4/16/2013 0:00,62.218,club 23 de marz,9.78093,71.651,11.6542,,2.79892,16.483,,,,,
4/17/2013 0:00,55.7628,club 23 de marz,7.86325,106.008,9.31714,,4.54069,12.1262,,,,,
4/18/2013 0:00,57.048,club 23 de marz,8.89963,87.13,10.6897,,3.39304,12.6628,,,,,
4/19/2013 0:00,59.0023,club 23 de marz,9.26047,88.8894,10.5718,,2.34511,11.7548,,,,,
4/20/2013 0:00,52.7808,club 23 de marz,9.16365,96.4362,10.7061,,3.28347,19.1151,,,,,
4/21/2013 0:00,58.4841,club 23 de marz,9.27452,63.9716,10.5025,,2.88779,19.6995,,,,,
4/22/2013 0:00,60.1763,club 23 de marz,9.72215,64.3527,9.9388,,2.73803,22.1546,,,,,
4/23/2013 0:00,68.5677,club 23 de marz,12.9541,44.9835,10.115,,2.68399,17.7771,,,,,
4/24/2013 0:00,57.2686,club 23 de marz,29.2386,95.7655,10.358,,4.47345,20.5811,,,,,
4/25/2013 0:00,63.6879,club 23 de marz,16.1287,104.805,10.9015,,3.80934,24.5763,,,,,
4/26/2013 0:00,61.9002,club 23 de marz,12.9612,48.4391,11.4585,,3.0261,21.4345,,,,,
4/27/2013 0:00,56.4324,club 23 de marz,11.8503,62.7227,10.1538,,1.9776,35.9904,,,,,
4/28/2013 0:00,46.1383,club 23 de marz,7.31844,102.124,9.78365,,3.52953,29.5305,,,,,
4/29/2013 0:00,46.8102,club 23 de marz,8.52901,102.248,9.85915,,4.26556,28.4303,,,,,
4/30/2013 0:00,58.3935,club 23 de marz,10.7287,91.1105,9.71016,,3.10915,28.8917,,,,,
5/1/2013 0:00,57.0864,club 23 de marz,11.6157,87.6858,10.0395,,2.64381,27.6823,,,,,
5/2/2013 0:00,55.3099,club 23 de marz,7.15371,99.6215,11.1161,,3.70937,11.3745,,,,,
5/3/2013 0:00,51.2028,club 23 de marz,7.54398,56.6287,8.72281,,2.82331,14.105,,,,,
5/4/2013 0:00,59.0828,club 23 de marz,7.24589,105.957,9.3183,,4.17635,15.515,,,,,
5/5/2013 0:00,63.1658,club 23 de marz,8.49239,104.587,8.95682,,3.42163,14.0013,,,,,
5/6/2013 0:00,60.41,club 23 de marz,9.99658,111.987,8.88097,,3.8899,18.2008,,,,,
5/7/2013 0:00,69.0547,club 23 de marz,10.8595,51.1873,7.77335,,3.67128,18.7465,,,,,
5/8/2013 0:00,56.0262,club 23 de marz,13.0849,68.9885,10.3936,,3.2752,15.8508,,,,,
5/9/2013 0:00,55.2429,club 23 de marz,14.6486,86.3936,9.32097,,3.10862,25.0446,,,,,
5/10/2013 0:00,55.0223,club 23 de marz,14.3808,97.8866,8.07779,,3.05638,27.004,,,,,
5/11/2013 0:00,63.8377,club 23 de marz,13.7094,78.5863,10.3376,,3.18018,34.5754,,,,,
5/12/2013 0:00,48.5938,club 23 de marz,8.48094,107.819,9.39914,,3.61809,26.8195,,,,,
5/13/2013 0:00,43.4275,club 23 de marz,7.73787,72.9088,7.83292,,3.61405,38.6125,,,,,
5/14/2013 0:00,39.7095,club 23 de marz,6.68114,86.5569,9.31949,,3.33589,33.3655,,,,,
5/15/2013 0:00,49.2545,club 23 de marz,7.8366,70.0084,8.19167,,3.07984,30.823,,,,,
5/16/2013 0:00,52.0181,club 23 de marz,10.8465,55.7477,9.27065,,1.55797,23.2025,,,,,
5/17/2013 0:00,,club 23 de marz,,45.1282,11.6358,,1.80305,29.9604,,,,,
5/18/2013 0:00,,club 23 de marz,,297.173,20.6176,,2.29831,23.7232,,,,,
5/19/2013 0:00,29.2872,club 23 de marz,3.46463,60.0007,9.67931,,2.46224,65.9225,,,,,
5/20/2013 0:00,48.3517,club 23 de marz,4.42212,71.5717,10.669,,3.83887,47.9283,,,,,
5/21/2013 0:00,46.7266,club 23 de marz,5.55141,66.2389,10.6215,,2.45473,29.8823,,,,,
5/22/2013 0:00,44.0948,club 23 de marz,7.82958,74.4397,11.6976,,2.25062,29.3755,,,,,
5/23/2013 0:00,41.6355,club 23 de marz,6.81161,90.0796,9.05231,,1.45391,36.3866,,,,,
5/24/2013 0:00,39.4133,club 23 de marz,5.75842,108.036,10.1878,,2.99569,34.0811,,,,,
5/25/2013 0:00,48.6833,club 23 de marz,7.67648,30.7839,9.06499,,1.56504,38.1,,,,,
5/26/2013 0:00,35.0172,club 23 de marz,5.34856,62.8076,8.37842,,1.94111,32.9678,,,,,
5/27/2013 0:00,40.2459,club 23 de marz,5.98566,46.8743,6.63342,,2.2936,17.2048,,,,,
5/28/2013 0:00,45.7292,club 23 de marz,7.45708,114.692,6.94868,,2.13645,19.5228,,,,,
5/29/2013 0:00,45.6946,club 23 de marz,6.8933,98.5747,7.91721,,3.02785,23.4028,,,,,
5/30/2013 0:00,48.5382,club 23 de marz,6.06721,106.96,4.97543,,3.29768,19.8727,,,,,
5/31/2013 0:00,56.5832,club 23 de marz,9.15251,64.9369,5.10165,,4.43838,18.6535,,,,,
6/1/2013 0:00,49.1275,club 23 de marz,7.55338,114.515,3.5139,,3.69962,13.3893,,,,,
6/2/2013 0:00,51.2202,club 23 de marz,8.29655,106.808,5.56338,,4.8612,10.258,,,,,
6/3/2013 0:00,61.7659,club 23 de marz,7.92534,104.594,7.45692,,5.81052,8.43181,,,,,
6/4/2013 0:00,54.0329,club 23 de marz,9.05754,98.5463,7.22633,,2.57334,7.98141,,,,,
6/5/2013 0:00,63.0516,club 23 de marz,10.4281,117.016,4.68449,,3.84435,9.31232,,,,,
6/6/2013 0:00,55.2635,club 23 de marz,8.8479,86.2395,9.07622,,2.51833,9.98131,,,,,
6/7/2013 0:00,64.7731,club 23 de marz,13.7239,58.9918,9.21616,,3.11378,13.841,,,,,
6/8/2013 0:00,63.7984,club 23 de marz,11.6416,95.9668,12.819,,1.99114,13.735,,,,,
6/9/2013 0:00,49.1499,club 23 de marz,7.74539,119.641,13.7368,,2.01174,23.8376,,,,,
6/10/2013 0:00,49.5594,club 23 de marz,8.14111,118.965,9.71965,,2.99171,33.5118,,,,,
6/11/2013 0:00,62.1204,club 23 de marz,12.7439,96.9625,11.1317,,3.063,24.3563,,,,,
6/12/2013 0:00,45.4329,club 23 de marz,8.05786,100.536,11.4723,,2.62829,28.5768,,,,,
6/13/2013 0:00,37.1989,club 23 de marz,9.71385,217.045,12.9023,,1.21094,39.0894,,,,,
6/14/2013 0:00,46.9069,club 23 de marz,5.96284,57.7455,10.7392,,1.90156,64.9761,,,,,
6/15/2013 0:00,39.0706,club 23 de marz,5.6787,129.088,8.28972,,1.28225,45.6548,,,,,
6/16/2013 0:00,37.0631,club 23 de marz,6.16606,86.2196,9.14415,,3.41699,28.039,,,,,
6/17/2013 0:00,35.8494,club 23 de marz,4.5904,109.81,6.04533,,5.8308,25.3158,,,,,
6/18/2013 0:00,38.5945,club 23 de marz,4.15009,64.7725,6.15366,,3.14676,35.6503,,,,,
6/19/2013 0:00,36.2889,club 23 de marz,4.28113,162.662,9.36899,,2.15422,37.723,,,,,
6/20/2013 0:00,34.8503,club 23 de marz,6.4851,187.52,5.68858,,1.98649,40.067,,,,,
6/21/2013 0:00,35.1538,club 23 de marz,4.38364,198.922,6.83521,,2.91296,50.1508,,,,,
6/22/2013 0:00,32.6194,club 23 de marz,5.01969,64.9635,6.54398,,3.74208,24.1061,,,,,
6/23/2013 0:00,67.9658,club 23 de marz,5.80625,65.5448,6.46857,,3.74939,32.3019,,,,,
6/24/2013 0:00,100.153,club 23 de marz,8.78131,336.604,14.2572,,4.77785,30.1416,,,,,
6/25/2013 0:00,43.5939,club 23 de marz,7.66129,73.4529,7.54243,,1.3206,47.929,,,,,
6/26/2013 0:00,32.5493,club 23 de marz,5.63766,46.0262,4.73363,,3.25617,30.9965,,,,,
6/27/2013 0:00,41.6152,club 23 de marz,7.50095,95.1116,6.82082,,3.93725,31.1056,,,,,
6/28/2013 0:00,41.4697,club 23 de marz,6.33338,94.1132,7.38033,,3.62263,20.6533,,,,,
6/29/2013 0:00,47.5852,club 23 de marz,10.2615,105.604,7.34341,,3.69595,18.2016,,,,,
6/30/2013 0:00,35.2177,club 23 de marz,4.19815,101.519,7.3567,,3.22454,16.2746,,,,,
7/1/2013 0:00,48.4712,club 23 de marz,8.17773,109.834,5.0984,,4.91144,19.9635,,,,,
7/2/2013 0:00,45.5645,club 23 de marz,7.02262,116.398,4.01115,,3.08134,13.0567,,,,,
7/3/2013 0:00,47.9072,club 23 de marz,8.89305,108.809,4.65108,,5.45649,13.3895,,,,,
7/4/2013 0:00,43.9793,club 23 de marz,6.71458,109.579,4.11929,,2.07934,12.5195,,,,,
7/5/2013 0:00,45.1859,club 23 de marz,6.79159,95.7174,7.65376,,3.73423,22.672,,,,,
7/6/2013 0:00,41.8707,club 23 de marz,6.10043,73.8799,8.51117,,3.8514,25.6098,,,,,
7/7/2013 0:00,40.9938,club 23 de marz,6.92325,106.562,8.22614,,5.21055,15.016,,,,,
7/8/2013 0:00,44.7789,club 23 de marz,7.1774,87.7147,10.9505,,2.31193,12.3695,,,,,
7/9/2013 0:00,49.166,club 23 de marz,6.73995,99.7166,11.9996,,2.95141,13.7556,,,,,
7/10/2013 0:00,44.2233,club 23 de marz,6.47598,117.294,9.33165,,3.51228,27.6768,,,,,
7/11/2013 0:00,43.4763,club 23 de marz,8.15039,107.928,9.53232,,4.64786,25.0148,,,,,
7/12/2013 0:00,47.1859,club 23 de marz,8.33194,93.8333,8.65569,,3.54881,24.6553,,,,,
7/13/2013 0:00,54.7308,club 23 de marz,10.2205,98.9735,7.81586,,4.21367,21.2866,,,,,
7/14/2013 0:00,62.4859,club 23 de marz,12.9433,101.958,6.1937,,4.06236,15.9338,,,,,
7/15/2013 0:00,75.9187,club 23 de marz,12.2571,92.2385,7.01236,,3.24652,10.5145,,,,,
7/16/2013 0:00,64.4293,club 23 de marz,11.1516,103.568,9.02263,,3.7711,9.75916,,,,,
7/17/2013 0:00,52.9481,club 23 de marz,9.03491,101.663,10.2035,,4.20383,8.80681,,,,,
